E	P3	E	P4	E	P5
475.1	-0.0772762867702959	475.1	0.129059121068403	471.8	0.08484085389214
475.2	-0.0705015095839849	475.2	0.133502077016437	471.9	0.0888459111710971
475.3	-0.0636913307542304	475.3	0.138833169416467	472	0.0997114638639771
475.4	-0.050810797178149	475.4	0.143772980248723	472.1	0.102276344555431
475.5	-3.36727147558013E-4	475.5	0.144201149287273	472.2	0.0933555188719561
475.6	0.00996206069409879	475.6	0.142366826504965	472.3	0.0988051653481487
475.7	0.0119248286014146	475.7	0.137958943714179	472.4	0.109565836752775
475.8	0.00607590138700675	475.8	0.136032434073771	472.5	0.109691455842462
475.9	0.00377977233484113	475.9	0.130409284524269	472.6	0.111217554664904
476	-0.0100706930842852	476	0.125290617746638	472.7	0.112641068033462
476.1	-0.0246997798758933	476.1	0.122066845952353	472.8	0.109566140353321
476.2	-0.0365458294608033	476.2	0.127973434861937	472.9	0.110800872006514
476.3	-0.0309235385921206	476.3	0.125993751780506	473	0.121721776235635
476.4	-0.0500149521612104	476.4	0.126057565985693	473.1	0.123335180697234
476.5	-0.0527797353131555	476.5	0.125852032420253	473.2	0.123265048350823
476.6	-0.0373130044883443	476.6	0.124864818172455	473.3	0.124368418788078
476.7	-0.0154982864932881	476.7	0.123409463865812	473.4	0.123142301748966
476.8	0.0186511455512519	476.8	0.125911922514873	473.5	0.123077282438041
476.9	0.0441679342308318	476.9	0.124738355227076	473.6	0.12668167736801
477	0.0482374098159406	477	0.127650241777064	473.7	0.124941937121887
477.1	0.0567081939563232	477.1	0.133503127837668	473.8	0.119185164066972
477.2	0.0453456152908314	477.2	0.132471675327182	473.9	0.107863756136418
477.3	0.0149237784185358	477.3	0.133889404573527	474	0.0978509407881515
477.4	-0.0106859947442623	477.4	0.136226798106665	474.1	0.0883939301902407
477.5	-0.0158783858711193	477.5	0.138661753483674	474.2	0.0785874499636346
477.6	-0.024161429338603	477.6	0.139773517708926	474.3	0.0730331021709741
477.7	-0.010622807958455	477.7	0.144632180262709	474.4	0.0667308514496024
477.8	-0.0168004646141682	477.8	0.147164870008865	474.5	0.057746997765044
477.9	0.00341275745563721	477.9	0.143062940566934	474.6	0.0538369166787623
478	0.0413041129271932	478	0.137975923143293	474.7	0.0605903925657494
478.1	0.0866814915465341	478.1	0.136350411426972	474.8	0.0634832137504776
478.2	0.116638697672291	478.2	0.136210238558341	474.9	0.065530994918928
478.3	0.0970139051406671	478.3	0.131972126234541	475	0.0719305383714657
478.4	0.078980680621489	478.4	0.135596271950418	475.1	0.0724376883103864
478.5	0.0645607331328689	478.5	0.138582968913397	475.2	0.0669642605309235
478.6	0.0447401196499991	478.6	0.144032402459594	475.3	0.0721571441966593
478.7	0.00792723798165563	478.7	0.149640097006277	475.4	0.0703271022421175
478.8	-0.0181620374333642	478.8	0.152594188131304	475.5	0.0659527368375345
478.9	-0.0372984294755736	478.9	0.158248798999834	475.6	0.0657907610545067
479	-0.0620435743003189	479	0.156233720255613	475.7	0.0719654140348888
479.1	-0.092461875138472	479.1	0.15157250912169	475.8	0.0686544117408353
479.2	-0.114037853507586	479.2	0.150496319000571	475.9	0.070830611561164
479.3	-0.123391166779148	479.3	0.153946040064376	476	0.0756096979955704
479.4	-0.131563689127597	479.4	0.157308867070505	476.1	0.0756825902799539
479.5	-0.105865168675783	479.5	0.163989271012902	476.2	0.0743870478085383
479.6	-0.114966576199381	479.6	0.164342484614899	476.3	0.0711994321523249
479.7	-0.125303053698118	479.7	0.161823106976532	476.4	0.0670659141187649
479.8	-0.0809201527625269	479.8	0.150443740683805	476.5	0.0693288465913558
479.9	-0.0300345120624893	479.9	0.1400532791947	476.6	0.0721193884972635
480	0.0155105447503058	480	0.130301441996789	476.7	0.0713727278679358
480.1	0.0347497189098976	480.1	0.122095824122612	476.8	0.0634721065161965
480.2	0.0369503630776437	480.2	0.115675483244935	476.9	0.0579670046692418
480.3	0.0361392448585535	480.3	0.115695341719557	477	0.0594747009527612
480.4	0.0365829941765751	480.4	0.11387004877264	477.1	0.0568031515028359
480.5	0.0249794743086751	480.5	0.115977277919202	477.2	0.0643286605792017
480.6	0.0116589495149425	480.6	0.116201396406146	477.3	0.0748696461208989
480.7	0.00395070855481394	480.7	0.114564274330416	477.4	0.0827947379405917
480.8	-0.0141682222908495	480.8	0.118916230311099	477.5	0.0816251379439913
480.9	-0.0289916665431546	480.9	0.12345049801915	477.6	0.0882978247603554
481	-0.0471567487945433	481	0.120819560005577	477.7	0.103939005660106
481.1	-0.0391294914747267	481.1	0.123616619392689	477.8	0.115814124829415
481.2	-0.0240271476602422	481.2	0.128434424795432	477.9	0.119154950430946
481.3	-0.0282085638537511	481.3	0.131529000581756	478	0.123936845778446
481.4	-0.0188534303482504	481.4	0.133219930716504	478.1	0.118410766644188
481.5	-0.0247074083555165	481.5	0.13595321075525	478.2	0.111770735871415
481.6	-0.0479140135416957	481.6	0.133380821488259	478.3	0.114843867077195
481.7	-0.0423725627656521	481.7	0.13024802983451	478.4	0.112557740235861
481.8	-0.0486475009755326	481.8	0.126021687284111	478.5	0.111316557474314
481.9	-0.0651134266505539	481.9	0.123889342039111	478.6	0.105594059098277
482	-0.0600935607949102	482	0.118642663905755	478.7	0.0928625387683303
482.1	-0.0426591128160323	482.1	0.114730553519012	478.8	0.0751529025236611
482.2	-0.0451083640388659	482.2	0.116447795117311	478.9	0.0768210107872748
482.3	-0.048264516078336	482.3	0.119990542800795	479	0.080227471444812
482.4	-0.0578356525923357	482.4	0.119476345528818	479.1	0.0796892429578679
482.5	-0.0497831456205039	482.5	0.121820007373689	479.2	0.0683258331669504
482.6	-0.0448934252041846	482.6	0.116534808775455	479.3	0.0617956613837709
482.7	-0.0634423027092335	482.7	0.116139373969478	479.4	0.0575703280368122
482.8	-0.0724083338273817	482.8	0.116417926978858	479.5	0.0639715098367757
482.9	-0.0823940635487614	482.9	0.120746984746267	479.6	0.0708319299103025
483	-0.0766036638180519	483	0.11912969636164	479.7	0.0734087840742196
483.1	-0.0838375547850672	483.1	0.118772291146958	479.8	0.0724539414519416
483.2	-0.096548435608588	483.2	0.11988562920565	479.9	0.0789202355904467
483.3	-0.0891794017857804	483.3	0.118870639987497	480	0.0913581760906388
483.4	-0.0595529975490941	483.4	0.122647260791344	480.1	0.100963721132516
483.5	-0.037771814301525	483.5	0.127906712638507	480.2	0.113783713052205
483.6	-0.0254136220509464	483.6	0.127908407831248	480.3	0.120349422784355
483.7	-1.69405100163606E-4	483.7	0.123425322408287	480.4	0.121640418027239
483.8	-0.00367364435467528	483.8	0.114895577350389	480.5	0.126144893917012
483.9	0.0263382032235635	483.9	0.111615876027808	480.6	0.14373825051864
484	0.0207381289757585	484	0.106172451126016	480.7	0.154921695474053
484.1	-0.00912468539552959	484.1	0.107842324223155	480.8	0.159114801232459
484.2	-0.0177393712625347	484.2	0.109691969936107	480.9	0.15872517479976
484.3	-0.0155730403038704	484.3	0.108534458691452	481	0.160018681891452
484.4	-0.00348337745483483	484.4	0.105236137910335	481.1	0.156658618720547
484.5	0.0097889816308554	484.5	0.106130622940688	481.2	0.157339605561178
484.6	0.0247343611328393	484.6	0.105084885849084	481.3	0.159821787406317
484.7	0.0383900145454657	484.7	0.104197080376995	481.4	0.148956611656894
484.8	0.0451724838573952	484.8	0.105016721736473	481.5	0.134338186464351
484.9	0.0366998440808873	484.9	0.11223972870175	481.6	0.121050569880465
485	0.0374762328285181	485	0.110463012252705	481.7	0.10562008425201
485.1	0.0578229298457266	485.1	0.113639874920359	481.8	0.104114030466399
485.2	0.0558381706898389	485.2	0.115716356033576	481.9	0.107763871966462
485.3	0.0522726761178121	485.3	0.12060135963124	482	0.106591763578984
485.4	0.0341921171056925	485.4	0.126913500619074	482.1	0.0977329064531804
485.5	0.0319363341363323	485.5	0.131216994585756	482.2	0.0897295276840691
485.6	0.0186499177505279	485.6	0.129097093097975	482.3	0.0851932118513993
485.7	4.63305791839858E-4	485.7	0.124695849892036	482.4	0.0789953659279459
485.8	0.00297932092901368	485.8	0.120540931046702	482.5	0.0802383582016054
485.9	0.0148352779034904	485.9	0.120418173637237	482.6	0.086061329303296
486	0.0137460763561564	486	0.116430477672968	482.7	0.0851723671535346
486.1	0.00861879977803599	486.1	0.11687651754787	482.8	0.085281962152312
486.2	-0.00214530685770666	486.2	0.113594071970148	482.9	0.0917801251721531
486.3	-0.02020852676818	486.3	0.111379739644458	483	0.10132383679578
486.4	-0.0074796290970133	486.4	0.112482206851988	483.1	0.102682297393005
486.5	0.0021150104376238	486.5	0.118398794072951	483.2	0.105827983138933
486.6	-0.0146963747432759	486.6	0.115943237035518	483.3	0.108193499012865
486.7	-0.0286554375432984	486.7	0.113633565867717	483.4	0.109078835278561
486.8	-0.0265741797987707	486.8	0.113379861614551	483.5	0.110358057546196
486.9	-0.00292471750441513	486.9	0.113791605895145	483.6	0.11030809126903
487	-9.8561313022153E-4	487	0.112357363149854	483.7	0.108600792008304
487.1	-0.010534225350457	487.1	0.114991371121983	483.8	0.107680969490511
487.2	-0.0212901396525698	487.2	0.11754823423347	483.9	0.108071885021536
487.3	-0.00166613038992938	487.3	0.124625879316677	484	0.102481249063421
487.4	0.0102800117140574	487.4	0.123811036126538	484.1	0.0882813061090054
487.5	-0.00326028966482308	487.5	0.123138406208215	484.2	0.0815294916265031
487.6	-0.0268498260523805	487.6	0.119978986901173	484.3	0.0762079528733397
487.7	-0.0104623607326601	487.7	0.115262602615983	484.4	0.0641947286117893
487.8	-0.00888988575216438	487.8	0.109645996635175	484.5	0.0588674663549771
487.9	-0.00559035405891833	487.9	0.106035490249493	484.6	0.0575424082363185
488	-0.0357036944639579	488	0.102882476442957	484.7	0.0525110427389418
488.1	-0.0340861903490886	488.1	0.102803158099625	484.8	0.0532295497874924
488.2	-0.0324819252400883	488.2	0.0977184650023662	484.9	0.0573759212171845
488.3	-0.0244527862986926	488.3	0.0913018873022724	485	0.0609243324624874
488.4	-0.036682521541574	488.4	0.0855107711262768	485.1	0.0556468531690318
488.5	-0.0430933143243961	488.5	0.0789797883826082	485.2	0.0528501372465083
488.6	-0.0528172068169988	488.6	0.0724456331885379	485.3	0.0484272838814571
488.7	-0.0366634128896029	488.7	0.0730602803838879	485.4	0.0457650430320804
488.8	-0.0433408202638372	488.8	0.070957078239472	485.5	0.0554790571829568
488.9	-0.067788515649536	488.9	0.068861784755999	485.6	0.0665610578915471
489	-0.0739190801462315	489	0.0751777709468713	485.7	0.065679771252316
489.1	-0.0654186871541714	489.1	0.078452400202247	485.8	0.067921677242257
489.2	-0.0802757518245079	489.2	0.0833801341852983	485.9	0.0742717094185658
489.3	-0.0734996867690693	489.3	0.0882661415474842	486	0.0789099827091106
489.4	-0.0822039793296973	489.4	0.0870487306625569	486.1	0.0791040336303657
489.5	-0.0740716694473924	489.5	0.0879926512994977	486.2	0.08470813072468
489.6	-0.0737724024639896	489.6	0.0873722201903023	486.3	0.0809546280789091
489.7	-0.0555699239659546	489.7	0.0872738693990607	486.4	0.0740970050784425
489.8	-0.0363778722631104	489.8	0.0857019639559396	486.5	0.0717406043531377
489.9	-0.00534358673245005	489.9	0.086590210734571	486.6	0.0772404514585934
490	3.84946695161343E-4	490	0.0848346873926519	486.7	0.0805619511860111
490.1	0.00435385573029253	490.1	0.0816705999098273	486.8	0.0806872831225397
490.2	0.013417007522781	490.2	0.0751437960992752	486.9	0.0794209702434395
490.3	-0.00266182223483465	490.3	0.0651217436755724	487	0.0730420912291414
490.4	-0.00851658260071496	490.4	0.0598081273344107	487.1	0.0693053831602283
490.5	-0.0438629465824672	490.5	0.0566921307523683	487.2	0.0780316636266653
490.6	-0.0569923550538721	490.6	0.057192810772972	487.3	0.081752641258351
490.7	-0.057116884552649	490.7	0.0555346412532534	487.4	0.0813646279794424
490.8	-0.0503912295690765	490.8	0.0542467846849023	487.5	0.0813862762502455
490.9	-0.0445290599468932	490.9	0.0567172583631504	487.6	0.0834663462541617
491	-0.0323152614855387	491	0.0679604230664477	487.7	0.0811061126905185
491.1	-0.0033493761063383	491.1	0.0742522876175929	487.8	0.0848607796380789
491.2	0.0250325146706814	491.2	0.0840259712162061	487.9	0.0920654524602488
491.3	0.0590146930732969	491.3	0.0860162883462667	488	0.0876793421379532
491.4	0.0675423296018626	491.4	0.0837459511503814	488.1	0.0764806919219641
491.5	0.0675279546307708	491.5	0.0824871078649398	488.2	0.0821783041287869
491.6	0.0757435745175298	491.6	0.0785947556994856	488.3	0.0898061632299574
491.7	0.0882991955273971	491.7	0.0793058242970716	488.4	0.0871852876300509
491.8	0.082807184800755	491.8	0.0790088896230283	488.5	0.0854377093178002
491.9	0.0621928880287904	491.9	0.0793679615693762	488.6	0.0783615282586017
492	0.0452600762870322	492	0.0805934831409045	488.7	0.0646314962857159
492.1	0.0293567458813614	492.1	0.0796473241524102	488.8	0.0594668079489958
492.2	0.0203542512777752	492.2	0.079307480555702	488.9	0.0592645041683001
492.3	-0.0130831424645569	492.3	0.0750310390638172	489	0.0535306021887607
492.4	-0.0216985237578921	492.4	0.072627028389373	489.1	0.0478730043964566
492.5	-0.0368267463055616	492.5	0.0674540881022367	489.2	0.0409454465273819
492.6	-0.0338004498246597	492.6	0.063963795937175	489.3	0.0260841204338186
492.7	-0.0454685079296042	492.7	0.0599379582961448	489.4	0.0157032951000663
492.8	-0.072106046238584	492.8	0.0642792913248189	489.5	0.0151822215730379
492.9	-0.08471523999124	492.9	0.0672259744639664	489.6	0.0179739943416569
493	-0.0683859565662479	493	0.0695297677484094	489.7	0.0165349191244966
493.1	-0.0414693603547131	493.1	0.0704038857942863	489.8	0.0147136647472324
493.2	-0.0181685307303628	493.2	0.0672248661769489	489.9	0.0158741973088581
493.3	0.0224185320080741	493.3	0.0579304636287068	490	0.0119095612729001
493.4	0.0328977198155394	493.4	0.0530124001750011	490.1	0.00916353601579226
493.5	0.0552193082879767	493.5	0.0464176532728655	490.2	0.0169295302555333
493.6	0.0558484238600324	493.6	0.0436084981690951	490.3	0.0193930245026679
493.7	0.045258021273638	493.7	0.0453085311306965	490.4	0.0203030558646745
493.8	0.0469672417240721	493.8	0.0472084270285618	490.5	0.0177485382640337
493.9	0.02554679183936	493.9	0.0531274429544978	490.6	0.0200381054241058
494	0.019818999005174	494	0.0620175786818266	490.7	0.0213538046766488
494.1	-0.0116179889999277	494.1	0.0671879059385613	490.8	0.0310954196416109
494.2	-0.0252430304297173	494.2	0.0723861405256357	490.9	0.0396484647134356
494.3	-0.0265496481821873	494.3	0.0713743944148986	491	0.0435813218302859
494.4	-0.00735307568114152	494.4	0.0743802292436869	491.1	0.0465975554376218
494.5	-0.0033050425196774	494.5	0.0767462954702175	491.2	0.060415689795604
494.6	0.0350144207994026	494.6	0.0793936061963558	491.3	0.0616182393832286
494.7	0.0567611369535324	494.7	0.0819407894247168	491.4	0.0522009748692201
494.8	0.072072205868937	494.8	0.0886935504355153	491.5	0.0554785299479666
494.9	0.0795824033788309	494.9	0.0867377592425904	491.6	0.0568336135317042
495	0.0668838850192691	495	0.0843729876271764	491.7	0.0584639714659539
495.1	0.0671192476222431	495.1	0.0852420475965448	491.8	0.0645327073251906
495.2	0.0688131271294656	495.2	0.0855386473093287	491.9	0.0701375401773937
495.3	0.0702330129557373	495.3	0.078897494290073	492	0.0691674332721012
495.4	0.0531205392861734	495.4	0.0747761152216462	492.1	0.0709661276477238
495.5	0.0227503943336569	495.5	0.0733160853073624	492.2	0.0738616886680608
495.6	0.0207452952752535	495.6	0.0709286856829952	492.3	0.0736846699047733
495.7	0.0175420487129997	495.7	0.0638758895798522	492.4	0.0756190126701005
495.8	0.0182451013825603	495.8	0.065458208418332	492.5	0.0866588503690836
495.9	-0.00320896949515326	495.9	0.0666746851244642	492.6	0.0946901644781284
496	0.00395773669538366	496	0.065920881328691	492.7	0.0927318586952566
496.1	-0.00396751601036173	496.1	0.0639260798845844	492.8	0.0912021928431214
496.2	0.00388316032696121	496.2	0.0585879595819298	492.9	0.0826554894467598
496.3	-0.00665701689032152	496.3	0.055862175086839	493	0.0717892583000896
496.4	-0.00916550041436179	496.4	0.0547590485897195	493.1	0.0689156785261296
496.5	0.0272102677456854	496.5	0.0495955853445929	493.2	0.074275986920752
496.6	0.0490954582601098	496.6	0.0462516074203067	493.3	0.0663760161294701
496.7	0.0604644976090188	496.7	0.0467049328664901	493.4	0.0592223039241168
496.8	0.0468397200905029	496.8	0.0438359065355531	493.5	0.0485077398760522
496.9	0.0399270110601247	496.9	0.0424409094209224	493.6	0.0458713825143845
497	0.0362556950787926	497	0.047276536156935	493.7	0.0461869492507047
497.1	0.0447252609214292	497.1	0.0520951644684647	493.8	0.0559104154289942
497.2	0.0417840795955379	497.2	0.0565687556704393	493.9	0.0575180216260894
497.3	0.0344097846047029	497.3	0.0544034263110309	494	0.0517145980229128
497.4	0.026393969668922	497.4	0.0560580411545181	494.1	0.0424949362034226
497.5	0.0168699999642241	497.5	0.0547838246198937	494.2	0.0396894226331219
497.6	0.0156753579252728	497.6	0.0500389497090406	494.3	0.0382251997228457
497.7	0.0163516807142508	497.7	0.0459793459935855	494.4	0.038459715908107
497.8	0.0233996068035061	497.8	0.0485163823373651	494.5	0.0468680157995433
497.9	0.0584476099387542	497.9	0.0430293449807391	494.6	0.0465320343561812
498	0.0703273587125985	498	0.0434954511920409	494.7	0.0397011269993491
498.1	0.0711089048940688	498.1	0.0440647637177857	494.8	0.0417557124477837
498.2	0.0521643505699998	498.2	0.0418915602024893	494.9	0.043671903654298
498.3	0.0317800185178702	498.3	0.0431903916168488	495	0.0425507344251462
498.4	0.0141743108408439	498.4	0.0411371395848868	495.1	0.0495539409863958
498.5	0.00207919200474694	498.5	0.0371286654375779	495.2	0.0550783115414898
498.6	0.0135863078665875	498.6	0.0394438653289192	495.3	0.0534979364312815
498.7	0.00374141729361831	498.7	0.0437662085693164	495.4	0.0521346655236231
498.8	0.00284684055210416	498.8	0.0430138552170354	495.5	0.0587614254062883
498.9	0.008283622973454	498.9	0.0432699142083613	495.6	0.0549423664052828
499	0.0123077811725148	499	0.0442576602145534	495.7	0.0431564486771102
499.1	0.0290594994387014	499.1	0.0412095465081365	495.8	0.0402995841900365
499.2	0.0509544510607176	499.2	0.0426961821574876	495.9	0.0344008455507527
499.3	0.0777953591352654	499.3	0.039475261161894	496	0.0306063387272581
499.4	0.0759499830319936	499.4	0.0355853548899833	496.1	0.0341033067493142
499.5	0.0901460812465965	499.5	0.0348168168441092	496.2	0.036877453684405
499.6	0.0785080626778734	499.6	0.0325111980216023	496.3	0.0285315110568574
499.7	0.0662876192711577	499.7	0.0275608200402303	496.4	0.0228542734817811
499.8	0.0394962976397861	499.8	0.0290221182343404	496.5	0.0242111061971336
499.9	0.014050656206981	499.9	0.0274998761183781	496.6	0.0341045766677142
500	0.0323163898803219	500	0.0288190441853843	496.7	0.045883107667993
500.1	0.0232696225155223	500.1	0.0317165156106617	496.8	0.0530261709661836
500.2	0.0351173435384988	500.2	0.0350492815985985	496.9	0.0509860150975598
500.3	0.0262037156739659	500.3	0.0341829607198051	497	0.0441648233928802
500.4	0.0132296582607742	500.4	0.0301816110189217	497.1	0.0441465604713028
500.5	0.0339858350367355	500.5	0.0281830130594006	497.2	0.0568720830450358
500.6	0.0562645734475743	500.6	0.032515195852747	497.3	0.0625139228776864
500.7	0.0512997858939137	500.7	0.033156457334278	497.4	0.0619116896545467
500.8	0.0447327276747417	500.8	0.0320073433696472	497.5	0.057522556559648
500.9	0.0601674823682226	500.9	0.0324735486126954	497.6	0.0434660711767162
501	0.0492884773501392	501	0.0329751634356795	497.7	0.0347401904838075
501.1	0.0459599154167881	501.1	0.0334587586572372	497.8	0.0424480101498211
501.2	0.0140939838451291	501.2	0.0361674755258627	497.9	0.0389006495021953
501.3	0.00537718277813795	501.3	0.0389743354409948	498	0.0262494507528159
501.4	0.00815583963905167	501.4	0.040186002091291	498.1	0.0230096748259645
501.5	-0.00413844542013321	501.5	0.0395456553582755	498.2	0.023376411351859
501.6	-0.0157826363886563	501.6	0.0382133775449151	498.3	0.0146238239296301
501.7	-0.0525004775765496	501.7	0.0379185556131523	498.4	0.00968861176066495
501.8	-0.0527938993500794	501.8	0.0404622066687178	498.5	0.0085316525341442
501.9	-0.0340182274144719	501.9	0.0424091881294891	498.6	-0.00202242487728876
502	-0.0263967316655453	502	0.0415650423000556	498.7	-0.00686166026647005
502.1	-0.0445596750281799	502.1	0.0399471964621209	498.8	0.0010216490329002
502.2	-0.0409447093296181	502.2	0.0335565929234747	498.9	0.00649859742561107
502.3	-0.0312095124937168	502.3	0.0223351477676343	499	0.0127657654713326
502.4	-0.0228431560670717	502.4	0.0200208903311846	499.1	0.0197193367603566
502.5	-0.0196749466970779	502.5	0.0230854652161392	499.2	0.0204426356503191
502.6	-0.0244729274564064	502.6	0.0245414350174941	499.3	0.0193871321812821
502.7	-0.00736489720365211	502.7	0.0241736941989243	499.4	0.0317915891028354
502.8	0.0100203769529498	502.8	0.0263633185467874	499.5	0.0492653132824281
502.9	0.0143434718310651	502.9	0.0233468737029875	499.6	0.0570499467574347
