E	P3	E	P4	E	P5
503	0.011028540665846	503	0.0211047941916653	499.7	0.0605957858168965
503.1	0.00854092093790655	503.1	0.0252644355366577	499.8	0.0614453492454476
503.2	0.0253159069341905	503.2	0.0255827854021469	499.9	0.0644680143185443
503.3	0.0336803234596487	503.3	0.0276953088025662	500	0.0718089932822135
503.4	0.026082062220325	503.4	0.023879791295711	500.1	0.0892324474227884
503.5	0.0247072261826304	503.5	0.0215273260089036	500.2	0.105593453050471
503.6	0.021777212149527	503.6	0.0208575887782168	500.3	0.106458116595313
503.7	0.0209093486176569	503.7	0.0165150614557175	500.4	0.103336803718685
503.8	0.00919117286105374	503.8	0.0143847805020166	500.5	0.100851003117841
503.9	0.00370721414339549	503.9	0.0111413558723636	500.6	0.0972073414871838
504	0.0169181891342407	504	0.00103262790168067	500.7	0.102740344886802
504.1	0.0269171390152474	504.1	-0.00221358411283271	500.8	0.105659277396324
504.2	0.0360643741948821	504.2	-0.0029427197682877	500.9	0.0974318162754647
504.3	0.0235233786034973	504.3	0.00103158733922806	501	0.0874271765318242
504.4	0.00481471604654651	504.4	0.00776728933383561	501.1	0.0947581655432538
504.5	0.00831618980350588	504.5	0.012403041133564	501.2	0.0964262059618749
504.6	0.0115845446537108	504.6	0.013146988947313	501.3	0.0947222622513153
504.7	-0.00194345924880285	504.7	0.0147428089918363	501.4	0.0916742191559889
504.8	-0.00987238896816378	504.8	0.016303146599272	501.5	0.0736587178640652
504.9	0.00269996030150921	504.9	0.0140786729836799	501.6	0.0455053622291594
505	0.00415598855311203	505	0.0179438079838522	501.7	0.0233156301503317
505.1	2.63078282561772E-4	505.1	0.0216849795381426	501.8	0.00695948829192363
505.2	1.79352702499999E-4	505.2	0.0227922338983388	501.9	-0.0128729953449841
505.3	-2.80686205087487E-4	505.3	0.0220437482013661	502	-0.032006502914729
505.4	0.00390441784661178	505.4	0.0203237829902004	502.1	-0.0463216750487697
505.5	-0.00281642027707426	505.5	0.0178097319729671	502.2	-0.0638037256007116
505.6	-0.0131522967883193	505.6	0.0109736664135609	502.3	-0.080712451962932
505.7	-0.0184772674584559	505.7	0.00712750878272372	502.4	-0.090636001102434
505.8	-0.023367701444606	505.8	0.00631336580696054	502.5	-0.105869363082485
505.9	-0.0238982449740586	505.9	0.00102112836138057	502.6	-0.119144801073883
506	-0.0236993854464081	506	-0.00471180651169196	502.7	-0.120546968554181
506.1	-0.0268575276490342	506.1	-0.00122060093002891	502.8	-0.116721561198497
506.2	-0.0116262229933352	506.2	0.00155242273622244	502.9	-0.114597148096634
506.3	0.0060093448931284	506.3	0.00656881745015737	503	-0.1044725610535
506.4	0.0065091326972205	506.4	0.00773161029468326	503.1	-0.0926078209983602
506.5	-0.00835303467299662	506.5	0.01039276412751	503.2	-0.0899404322420981
506.6	-0.00975986875477065	506.6	0.00969245645418485	503.3	-0.0890461183771228
506.7	-0.01791606359757	506.7	0.0103702824212691	503.4	-0.083631409712453
506.8	-0.021703932405749	506.8	0.00724801680797193	503.5	-0.0759343947160076
506.9	-0.0204286581577907	506.9	0.00690256414115178	503.6	-0.0618224811746851
507	-0.00621994024399686	507	0.00711942558504324	503.7	-0.0425423433187831
507.1	0.00760667771546237	507.1	0.00735663626201565	503.8	-0.0253458037290274
507.2	0.00846935262455959	507.2	0.00550631633020211	503.9	-0.0171589123519173
507.3	0.0204187436928975	507.3	8.21544647440997E-4	504	-0.0102579015687611
507.4	0.0551214573856442	507.4	-0.00156847661760229	504.1	0.00265930557131416
507.5	0.0809940715791771	507.5	-0.00792320490996891	504.2	0.0153697816179934
507.6	0.0962446761602322	507.6	-0.00917096362236779	504.3	0.0216992936686598
507.7	0.0979314768528539	507.7	-0.00328645463500096	504.4	0.0161861678251382
507.8	0.0930780935882657	507.8	-5.50336819303778E-4	504.5	0.00683779949453622
507.9	0.0880504717054661	507.9	-0.00285010946536833	504.6	-0.00122052338251119
508	0.0830976844484899	508	-0.00129618630448987	504.7	0.00285921367306935
508.1	0.0660439260861888	508.1	0.00748250708114323	504.8	0.0111330923297991
508.2	0.0540486616676637	508.2	0.0143191234822539	504.9	0.0159148354945279
508.3	0.059381007479211	508.3	0.024955808407078	505	0.0214524273647833
508.4	0.0522147290664249	508.4	0.0305598440908116	505.1	0.0242494606842256
508.5	0.01956294475534	508.5	0.0363386724858669	505.2	0.0166244365301187
508.6	0.00379530505613369	508.6	0.0373670403595571	505.3	0.01429450198384
508.7	0.00865166826295401	508.7	0.0363315439461633	505.4	0.0229263601592286
508.8	0.0172067420929474	508.8	0.0356481061587959	505.5	0.0269559043477318
508.9	0.0109612217169016	508.9	0.0332523557354962	505.6	0.029569589823406
509	0.00336074828013667	509	0.0233609490437262	505.7	0.0349680712495147
509.1	-0.0124910060941719	509.1	0.0131929274673731	505.8	0.0299996461690452
509.2	0.017969033484214	509.2	0.00186619713707849	505.9	0.0192423206043684
509.3	0.0535752690157304	509.3	-0.00722645302173774	506	0.0193934129214326
509.4	0.0683322333090653	509.4	-0.0173805307759756	506.1	0.0184699666706393
509.5	0.0592074824627732	509.5	-0.0238984973710498	506.2	0.0125309495236347
509.6	0.0569785513475127	509.6	-0.02550104728838	506.3	0.0051549005011272
509.7	0.0498049505308507	509.7	-0.0236514155941062	506.4	-0.00357410133769213
509.8	0.0244642342727152	509.8	-0.0272844309455027	506.5	-0.00880892047537961
509.9	0.00215064420927173	509.9	-0.0281995587969088	506.6	-0.00555522843747193
510	-0.00366872283426015	510	-0.0240439451935713	506.7	-0.0108785278000698
510.1	0.00740338860542153	510.1	-0.0228705073900706	506.8	-0.0176176411889828
510.2	0.00926793782120064	510.2	-0.020056855504545	506.9	-0.0335491542721877
510.3	-0.00442199684175317	510.3	-0.0118073908473557	507	-0.0379849080177671
510.4	-0.0104624482239429	510.4	-0.0109120651640148	507.1	-0.0324203817153666
510.5	0.0102496487252146	510.5	-0.00923515000966343	507.2	-0.0231414852441384
510.6	0.0579279683533904	510.6	-0.0144853212481942	507.3	-0.0209537143936634
510.7	0.0989653222758492	510.7	-0.0148154190016386	507.4	-0.0195478166857484
510.8	0.109605641715179	510.8	-0.0149676139119195	507.5	-0.0214887785762407
510.9	0.0843701146388153	510.9	-0.0187537977445971	507.6	-0.0223637422292566
511	0.072038032099686	511	-0.024671687161233	507.7	-0.0137614940060372
511.1	0.0581350097757693	511.1	-0.0257908417081097	507.8	-0.00982810736288268
511.2	0.0529744735414095	511.2	-0.0243103695050246	507.9	-0.0136712961676837
511.3	0.0435172671441389	511.3	-0.0247173688608722	508	-0.00966310863435522
511.4	0.0362498542227209	511.4	-0.0274697499099355	508.1	-0.00500991470283149
511.5	0.027016762064853	511.5	-0.0264088069618358	508.2	-0.00405603838449769
511.6	0.00516221517259196	511.6	-0.0270972417559217	508.3	-0.00134540950596117
511.7	-0.00906371343286023	511.7	-0.0243822586062127	508.4	0.00623433340289202
511.8	-0.0156525164939755	511.8	-0.0226120770116564	508.5	-0.00443990869695204
511.9	-0.0127623548679651	511.9	-0.0187898360576415	508.6	-0.0115589556308022
512	-0.0232062627180191	512	-0.0201561963110518	508.7	-0.0115422753443595
512.1	-0.0480098423125348	512.1	-0.0231793936582098	508.8	-0.0149800375584586
512.2	-0.0641969432832888	512.2	-0.0183675078646782	508.9	-0.0138838584682679
512.3	-0.0812434097630433	512.3	-0.011280703775975	509	-0.00539654209090238
512.4	-0.0749426117780196	512.4	-0.0105873525727753	509.1	-0.00204701326339413
512.5	-0.0732154894068787	512.5	-0.0135462913462398	509.2	-0.0111756031966404
512.6	-0.0719336697568541	512.6	-0.0177015930170045	509.3	-0.0147290596260623
512.7	-0.0620004184504581	512.7	-0.0213133911117335	509.4	-0.00890167166466838
512.8	-0.0618857800184859	512.8	-0.0246074318829481	509.5	-0.00240431635182846
512.9	-0.0772696968144357	512.9	-0.0245557722272966	509.6	0.00250077078392874
513	-0.0541509258807328	513	-0.025212121220019	509.7	0.00118129904456831
513.1	-0.030410080267103	513.1	-0.0237039122507734	509.8	-0.00577069049022412
513.2	-0.0190629427429447	513.2	-0.0241069868564793	509.9	-0.014505268281424
513.3	0.0103718049550667	513.3	-0.0293468599550096	510	-0.0104197097698275
513.4	0.00206962217054022	513.4	-0.0321787935196865	510.1	-0.00453847320684628
513.5	-0.0117025293509456	513.5	-0.0306992990496341	510.2	-0.00536969093983803
513.6	0.0113058306184097	513.6	-0.0326739424982916	510.3	-0.00781182393796548
513.7	0.0334294682267692	513.7	-0.0291056628633009	510.4	-0.0109792876367686
513.8	0.0423409696602336	513.8	-0.0263717026928249	510.5	-0.0208510632143635
513.9	0.0572025663726312	513.9	-0.024042902397404	510.6	-0.0230563074480409
514	0.057284379825756	514	-0.0190821784078625	510.7	-0.0189900581004446
514.1	0.0742576290226505	514.1	-0.014162450692848	510.8	-0.0233554621193879
514.2	0.0618163111094189	514.2	-0.00980022327840559	510.9	-0.0274930037850441
514.3	0.0421270168992655	514.3	-0.00853752592542028	511	-0.0280875827832474
514.4	0.0312018504070916	514.4	-0.0127607864133113	511.1	-0.0352406282299581
514.5	0.0137593565522442	514.5	-0.0174416942894049	511.2	-0.0472348996595711
514.6	-0.00151204610263549	514.6	-0.0193535350282567	511.3	-0.0512549991508954
514.7	0.00586728093064403	514.7	-0.0220539437895609	511.4	-0.0536906817728226
514.8	-0.0240908956488052	514.8	-0.0216421493183423	511.5	-0.0668554770075195
514.9	-0.0417015665315785	514.9	-0.017225901721938	511.6	-0.0738915797480888
515	-0.0573010904052313	515	-0.0140961927382916	511.7	-0.070006934813016
515.1	-0.0420991727905241	515.1	-0.0136919594790606	511.8	-0.0721873970829059
515.2	-0.0277522399557196	515.2	-0.015978079587713	511.9	-0.0715121762301797
515.3	0.00791395441560423	515.3	-0.0207252008096267	512	-0.0652169030755669
515.4	0.0246983865955816	515.4	-0.0203299634403592	512.1	-0.063522233255849
515.5	0.0596978507553957	515.5	-0.0210551305747791	512.2	-0.0671037360711528
515.6	0.0607350279703786	515.6	-0.0231797081290947	512.3	-0.0648351420836389
515.7	0.0521615190339378	515.7	-0.0197292780487671	512.4	-0.0620220714234224
515.8	0.0263282799232964	515.8	-0.0149556194175512	512.5	-0.0555789508065867
515.9	0.0169830344819788	515.9	-0.0130562938236484	512.6	-0.0455735242097802
516	-0.00175418634448579	516	-0.00847514448268273	512.7	-0.0411248759785759
516.1	-0.00726949164913434	516.1	-0.00895131832726613	512.8	-0.0408017761009267
516.2	-0.0340623020857104	516.2	-0.0128130114641894	512.9	-0.033928176648828
516.3	-0.0584805278742947	516.3	-0.0169734396139768	513	-0.0153373136943492
516.4	-0.0570751792437329	516.4	-0.0165400461759182	513.1	-0.00799413653862227
516.5	-0.0348183100280918	516.5	-0.0184983840113911	513.2	-0.00717629728761967
516.6	-0.0102818201419435	516.6	-0.018836248811948	513.3	-0.00651446593589841
516.7	0.0100074854685892	516.7	-0.0231959747618004	513.4	-0.00788304311595513
516.8	-0.00995880353961811	516.8	-0.0263999492088149	513.5	-0.0144644249351622
516.9	-0.0217627254329972	516.9	-0.0243497167689015	513.6	-0.00659162580458094
517	-0.0450550981256741	517	-0.0287675052766392	513.7	0.00351961307527775
517.1	-0.0499665130740533	517.1	-0.0349217863252914	513.8	0.0035462578438835
517.2	-0.0771878524598626	517.2	-0.0396285357214358	513.9	-0.00257263639604029
517.3	-0.0851125295055487	517.3	-0.0436596730223278	514	-0.00856635253254731
517.4	-0.106798417049831	517.4	-0.0469037297276666	514.1	-0.0131868025726124
517.5	-0.109303030290447	517.5	-0.0477910286406043	514.2	-0.0193667566867913
517.6	-0.0919807477332762	517.6	-0.0437650768754638	514.3	-0.0152948192658164
517.7	-0.0733664582442662	517.7	-0.0358150496400546	514.4	-0.0179772310342356
517.8	-0.0213219230411472	517.8	-0.0263307092436192	514.5	-0.0268748256098989
517.9	0.00787235060168705	517.9	-0.020204266051505	514.6	-0.0324573048245668
518	0.0383417191337526	518	-0.0174214673861778	514.7	-0.0303527711033898
518.1	0.0422231493118119	518.1	-0.016948948742979	514.8	-0.0335774976421842
518.2	0.011001783141979	518.2	-0.0182498101754285	514.9	-0.0311262099272332
518.3	-0.0247097802988158	518.3	-0.0128841223084984	515	-0.0277459495347938
518.4	-0.0496906944859346	518.4	-0.00926751059870015	515.1	-0.0362045953494473
518.5	-0.0521571424574017	518.5	-0.00959078766772514	515.2	-0.0471054786207216
518.6	-0.0704269714702394	518.6	-0.00901337328950485	515.3	-0.0450652933444229
518.7	-0.0770025032473033	518.7	-0.0150356226446533	515.4	-0.0388728765783836
518.8	-0.0818512154228956	518.8	-0.0160191038068575	515.5	-0.0325566605506087
518.9	-0.0793356535697849	518.9	-0.0208530157631547	515.6	-0.0274444492870289
519	-0.050330605236521	519	-0.0233601489517669	515.7	-0.0267797191836216
519.1	-0.0155849986149609	519.1	-0.0242850093192989	515.8	-0.0257815277943542
519.2	0.0297101127018049	519.2	-0.0260798816055773	515.9	-0.0202464357377622
519.3	0.0454855206303103	519.3	-0.0250234557817056	516	-0.011091044002377
519.4	0.0607821025353115	519.4	-0.0238896641081435	516.1	-0.0130763062245168
519.5	0.0727376508945129	519.5	-0.0182839228865489	516.2	-0.0162891606372033
519.6	0.0778302489978271	519.6	-0.0170934034315092	516.3	-0.018341795865676
519.7	0.0579579117801662	519.7	-0.0146355825554715	516.4	-0.0237037418717065
519.8	0.0639045735932334	519.8	-0.0134849790933184	516.5	-0.0297773426795846
519.9	0.0602337046830931	519.9	-0.0191726914941773	516.6	-0.0238626602670827
520	0.0599187015667552	520	-0.0293017095804528	516.7	-0.0260911128016813
520.1	0.057511413661085	520.1	-0.0317215938353723	516.8	-0.0370848949599435
520.2	0.0524325100357836	520.2	-0.0347376686148554	516.9	-0.0505276564005198
520.3	0.0521431357961815	520.3	-0.0347013242373361	517	-0.0535236433263176
520.4	0.081219931453343	520.4	-0.036570471150489	517.1	-0.0560909998928932
520.5	0.105096770431307	520.5	-0.0374457943069982	517.2	-0.0588825270015938
520.6	0.0951131528625717	520.6	-0.0406339345553494	517.3	-0.0541495857745706
520.7	0.0802789232317817	520.7	-0.0452640579218419	517.4	-0.0532432623770933
520.8	0.0791621198457445	520.8	-0.0444277749518081	517.5	-0.0578475422711632
520.9	0.0795930340584175	520.9	-0.0425096436280342	517.6	-0.055729306821959
521	0.0792168496519642	521	-0.0340357941530046	517.7	-0.0487878048828138
521.1	0.0541370393307655	521.1	-0.026959891495129	517.8	-0.0472067564207122
521.2	0.0061749674886354	521.2	-0.0221683151467363	517.9	-0.0437275530748755
521.3	-0.0361357750354118	521.3	-0.0142586922290902	518	-0.0459521354051971
521.4	-0.0390653802328348	521.4	-0.00933427471267352	518.1	-0.053593838613255
521.5	-0.0524811149794531	521.5	-0.00733506370481395	518.2	-0.0586360213060237
521.6	-0.0654109841520354	521.6	-0.00856642269061118	518.3	-0.054226853683313
521.7	-0.0708873572572853	521.7	-0.00874876337472417	518.4	-0.0547008655131179
521.8	-0.049950753811349	521.8	-0.0127682162854365	518.5	-0.0520982498192412
521.9	-0.0522750135629057	521.9	-0.0171053825808815	518.6	-0.0452386092425667
522	-0.055795696834368	522	-0.0186226426657669	518.7	-0.0381699678348803
522.1	-0.0342222958325912	522.1	-0.0193763849024753	518.8	-0.0358787323100298
522.2	-0.0228403113833601	522.2	-0.0213342640989314	518.9	-0.0333342264956619
522.3	-0.012039180027481	522.3	-0.0232861865364796	519	-0.0285928434255415
522.4	-0.00627815718634677	522.4	-0.0281918049410244	519.1	-0.036655820437211
522.5	-0.00918869231868061	522.5	-0.0313325404643043	519.2	-0.0468009125195559
522.6	-0.0321317414668688	522.6	-0.0350709467438316	519.3	-0.0528075288795353
522.7	-0.0179545564782903	522.7	-0.0365467996274458	519.4	-0.0607947844851157
522.8	-0.011248263181445	522.8	-0.0340449538348507	519.5	-0.0675418230423478
522.9	-0.0180426280975875	522.9	-0.0331622512574674	519.6	-0.0665522136766438
523	-0.0325291633201278	523	-0.032794499482983	519.7	-0.0728513524639171
523.1	-0.0336995963709932	523.1	-0.0337895325794467	519.8	-0.0773649955895762
523.2	-0.0249429839593565	523.2	-0.0362919454029808	519.9	-0.0837431635161016
523.3	-0.0342051617620866	523.3	-0.0346409262964206	520	-0.0830987079972242
523.4	-0.0204114672291322	523.4	-0.0380232108597725	520.1	-0.086235221349347
523.5	0.00390368419754746	523.5	-0.044298205828758	520.2	-0.0892662126968504
523.6	0.0162258811480594	523.6	-0.0484969911200282	520.3	-0.0859497890382845
523.7	0.036859838159973	523.7	-0.0518291723128388	520.4	-0.0837868368172565
523.8	0.0303417982815805	523.8	-0.0515206631115598	520.5	-0.0840882941036094
523.9	0.0322678328572155	523.9	-0.0455876514364387	520.6	-0.079291022333745
524	0.0356682824710528	524	-0.0385514159529076	520.7	-0.0746268068498682
524.1	0.0307213946627954	524.1	-0.0351555674971969	520.8	-0.0783658590026868
524.2	0.0102805377478089	524.2	-0.0341122706388993	520.9	-0.0774298884889752
524.3	7.47927488349231E-5	524.3	-0.0371152231603481	521	-0.0788423177803786
524.4	-0.0208094693358227	524.4	-0.0337959831699692	521.1	-0.0773612893891711
524.5	-0.0247280114218448	524.5	-0.0322036215440859	521.2	-0.0742529782295741
524.6	-0.0478773727610345	524.6	-0.0296732327638468	521.3	-0.0621133854113931
524.7	-0.0596295600590763	524.7	-0.0264697720871882	521.4	-0.0523169917918004
524.8	-0.036308070593295	524.8	-0.0248267313935876	521.5	-0.0478343797690332
524.9	-0.0222618331432951	524.9	-0.0240460617349255	521.6	-0.0425080207991398
525	-0.0194161313993213	525	-0.0226615252338545	521.7	-0.0439568590508005
525.1	-0.0169979083258736	525.1	-0.0160000719777367	521.8	-0.0502630715507691
525.2	-0.0379655834272664	525.2	-0.0126078289245256	521.9	-0.0479118465686944
525.3	-0.0307085249186928	525.3	-0.0145131297802323	522	-0.0420955214626109
525.4	-0.00548030994465721	525.4	-0.0188252516176007	522.1	-0.0463940592659188
525.5	-0.0137133327547431	525.5	-0.02605587845186	522.2	-0.043578868790645
525.6	-0.023238623469206	525.6	-0.0297370784441039	522.3	-0.0401914017918128
525.7	-0.0176122452179737	525.7	-0.0339235125166184	522.4	-0.0434563459034019
525.8	0.00431903076268887	525.8	-0.0306006603282586	522.5	-0.0396092464693717
525.9	0.0306619543182426	525.9	-0.0272746492324914	522.6	-0.0267643010039389
526	0.0570338339235934	526	-0.0220071602578119	522.7	-0.0262788327502529
526.1	0.0892998729699403	526.1	-0.0176663958190401	522.8	-0.0252225311028429
526.2	0.122465773307946	526.2	-0.0145214163258915	522.9	-0.0250106360598865
526.3	0.130319664526671	526.3	-0.0116875582809447	523	-0.0249704377442902
526.4	0.125780161270168	526.4	-0.0043431170023772	523.1	-0.0238618138009248
526.5	0.138744671879899	526.5	-0.00199465891488486	523.2	-0.0188249727045753
526.6	0.124890392109162	526.6	0.0059314937485035	523.3	-0.0183316746213984
526.7	0.111020960918133	526.7	0.0135018337062323	523.4	-0.021626945512322
526.8	0.100947808431208	526.8	0.0254672634897413	523.5	-0.0257539005164714
526.9	0.0861069636672563	526.9	0.0392418910414499	523.6	-0.0279040785965664
527	0.0970561048152595	527	0.0538849967030485	523.7	-0.0294977750140963
527.1	0.106245076914388	527.1	0.0721166758407529	523.8	-0.0341687044641402
527.2	0.138226920892037	527.2	0.0865293959108719	523.9	-0.0343402234656307
527.3	0.166561484874326	527.3	0.105882010597532	524	-0.0390359790366615
527.4	0.214699896530937	527.4	0.133289565882901	524.1	-0.0442719000247454
527.5	0.257870546121929	527.5	0.165389400074919	524.2	-0.0437972412208792
527.6	0.291351430091175	527.6	0.206745459977799	524.3	-0.039318008332914
527.7	0.332820758822533	527.7	0.253540897569763	524.4	-0.0374322284222043
527.8	0.37358140273282	527.8	0.315255855902375	524.5	-0.0413680141574124
527.9	0.421963932317587	527.9	0.379358651312459	524.6	-0.0394899471907849
528	0.454724289062254	528	0.453338721579621	524.7	-0.0364455916504678
528.1	0.490316134849142	528.1	0.526654298038155	524.8	-0.03461477814169
528.2	0.534995103810212	528.2	0.596959554938131	524.9	-0.0239013472228431
528.3	0.612374548872075	528.3	0.667186514048133	525	-0.0217698030761746
528.4	0.661272996567812	528.4	0.736241503368043	525.1	-0.027108610722285
528.5	0.704327809489153	528.5	0.800002866733696	525.2	-0.0265293707389738
528.6	0.739695932176017	528.6	0.859495330568253	525.3	-0.027508350233522
528.7	0.77010021984301	528.7	0.913101625674328	525.4	-0.0279292040395382
528.8	0.798140141038886	528.8	0.951279630278624	525.5	-0.0179535150311911
528.9	0.7942527043399	528.9	0.97398636703997	525.6	-0.0117357184453776
529	0.767116217683167	529	0.986400600052821	525.7	-0.009952303308804
529.1	0.757528939522601	529.1	0.985459975943773	525.8	-0.00363139686517677
529.2	0.740979824427132	529.2	0.976089583015189	525.9	0.00189577155598334
529.3	0.728154676282892	529.3	0.957309651668768	526	0.0123828034155586
529.4	0.696033328269337	529.4	0.92930701750362	526.1	0.0254103930054708
529.5	0.656724665603781	529.5	0.891735519507957	526.2	0.042115608551747
529.6	0.617244668877277	529.6	0.841710965036052	526.3	0.0550996910719407
529.7	0.584955193219339	529.7	0.792471850666586	526.4	0.0705074016560139
529.8	0.546306631360095	529.8	0.740151954378229	526.5	0.0959213530019191
529.9	0.526391725975897	529.9	0.683171785691713	526.6	0.129245710009998
530	0.470950609877168	530	0.630151284087955	526.7	0.165626338279547
530.1	0.453440941116163	530.1	0.574674841222263	526.8	0.205146739928456
530.2	0.425482803666623	530.2	0.519819065788619	526.9	0.247158085918191
530.3	0.394627354215055	530.3	0.466506858961366	527	0.292925499618905
530.4	0.36266523171167	530.4	0.422468009269017	527.1	0.343640668764328
530.5	0.343416567175545	530.5	0.383623258753684	527.2	0.405039275662332
530.6	0.314315019598814	530.6	0.352774585131917	527.3	0.465962084931326
530.7	0.286701889121745	530.7	0.324560142853742	527.4	0.524810315054704
530.8	0.260250597841128	530.8	0.298734632157222	527.5	0.586813971981331
530.9	0.247047430496976	530.9	0.27639044454997	527.6	0.647532368131716
531	0.234846092963209	531	0.260651433629313	527.7	0.695513635052839
531.1	0.217950057841992	531.1	0.249034708534114	527.8	0.736638710737556
531.2	0.214425594972666	531.2	0.239969838520612	527.9	0.779898418713826
531.3	0.239136622988531	531.3	0.231960520032368	528	0.810584801101361
531.4	0.241504432252807	531.4	0.22420278592695	528.1	0.834963505147827
531.5	0.265943686598367	531.5	0.215626532595863	528.2	0.857739900286704
531.6	0.279468364442623	531.6	0.211255044643441	528.3	0.869618232202323
531.7	0.289847386326496	531.7	0.206618913312092	528.4	0.875650995041119
531.8	0.291418411935153	531.8	0.196615041950448	528.5	0.87827839244958
531.9	0.281061152030526	531.9	0.190574678797312	528.6	0.872560857382935
532	0.271101403770322	532	0.185298236616285	528.7	0.853732339127634
532.1	0.273093391178732	532.1	0.178785265015667	528.8	0.830563424291665
532.2	0.284740016410924	532.2	0.168873369932154	528.9	0.798911884061167
532.3	0.27580662394937	532.3	0.159952871275395	529	0.761935264730869
532.4	0.258366961630584	532.4	0.157228730918995	529.1	0.719395913095957
532.5	0.24287037752792	532.5	0.155626904732402	529.2	0.676433034129594
532.6	0.238850622322077	532.6	0.153953124633319	529.3	0.626147615625529
532.7	0.254868482937571	532.7	0.153827796613244	529.4	0.573807677769738
532.8	0.250323608182668	532.8	0.152321046243667	529.5	0.530384748843292
532.9	0.243520134302793	532.9	0.151209998981653	529.6	0.488504269662632
533	0.233664520793091	533	0.155480145523519	529.7	0.443249636607335
533.1	0.241394360936072	533.1	0.159456088503221	529.8	0.401104474444513
533.2	0.23964560152988	533.2	0.166478080338414	529.9	0.35743810790945
533.3	0.240225937054318	533.3	0.171776516853771	530	0.313687595598378
533.4	0.225966863004047	533.4	0.177092513372176	530.1	0.274710429984141
533.5	0.231839890888564	533.5	0.187502348218495	530.2	0.248134757214817
533.6	0.244697329672776	533.6	0.196753444955993	530.3	0.227191461721428
533.7	0.249173509556131	533.7	0.201252044062751	530.4	0.204186937949259
533.8	0.239376379768514	533.8	0.20532258733568	530.5	0.184859523124474
533.9	0.242549318379341	533.9	0.212115982861566	530.6	0.160739138906898
534	0.261605795328023	534	0.215970814537186	530.7	0.14062208119654
534.1	0.277073305748398	534.1	0.22309336046648	530.8	0.134192718108886
534.2	0.30824510757946	534.2	0.235131434815213	530.9	0.13546631056445
534.3	0.304603132641512	534.3	0.245455817844802	531	0.12844234283871
534.4	0.305491031808112	534.4	0.25695371427802	531.1	0.121792340701719
534.5	0.314396393519244	534.5	0.264027451863614	531.2	0.1240560483671
534.6	0.311034833093848	534.6	0.267224222093248	531.3	0.12365258172493
534.7	0.314215978125071	534.7	0.276451388184013	531.4	0.128954016192802
534.8	0.304657596364349	534.8	0.285057160445767	531.5	0.132965972261441
534.9	0.305423046066348	534.9	0.299189430687842	531.6	0.133469992542918
535	0.327123645657941	535	0.310591239656764	531.7	0.129749568909449
535.1	0.320753627677987	535.1	0.323415050390916	531.8	0.128042347867508
535.2	0.324426673999878	535.2	0.336173352046927	531.9	0.1261418317182
535.3	0.351303101682567	535.3	0.348193692428294	532	0.125184598897706
535.4	0.377542024883683	535.4	0.363389934836116	532.1	0.124930905505216
535.5	0.413899827623965	535.5	0.374286941565605	532.2	0.127323600642467
535.6	0.440955690696243	535.6	0.381831252791774	532.3	0.127930173991117
535.7	0.442434835125408	535.7	0.390032137653283	532.4	0.132323912311198
535.8	0.43934266256385	535.8	0.398724129701087	532.5	0.139564664879275
535.9	0.44584437041669	535.9	0.410466551371282	532.6	0.140332097440202
536	0.456311533299585	536	0.421189648626119	532.7	0.138055368520285
536.1	0.462622669230948	536.1	0.438891670834522	532.8	0.138875967156764
536.2	0.465124553216293	536.2	0.453972021667275	532.9	0.140256951571956
536.3	0.440613583489619	536.3	0.46332214551428	533	0.146959032719173
536.4	0.428452146644462	536.4	0.467455231358001	533.1	0.161605093243294
536.5	0.416147740290863	536.5	0.471299771477242	533.2	0.179954281240509
536.6	0.423399657624474	536.6	0.474721310321502	533.3	0.191478147444002
536.7	0.43361449999195	536.7	0.48471411272372	533.4	0.196040680454723
536.8	0.426653519123633	536.8	0.494187343187976	533.5	0.208691721820913
536.9	0.429562273669411	536.9	0.498957765859023	533.6	0.221160544817963
537	0.408577026635426	537	0.499179857213957	533.7	0.235734454974184
537.1	0.403604071950991	537.1	0.501490770915505	533.8	0.250710963527633
537.2	0.381102313820211	537.2	0.503147821019606	533.9	0.257919881185166
537.3	0.389969432353746	537.3	0.509383568487176	534	0.257473496336712
537.4	0.387400057100919	537.4	0.513637491577221	534.1	0.268359498586397
537.5	0.412119283232058	537.5	0.515359668133899	534.2	0.285019363048804
537.6	0.43291007346329	537.6	0.518047857356883	534.3	0.298638706584561
537.7	0.429104171356932	537.7	0.525536248168696	534.4	0.313049982059626
537.8	0.41344212970712	537.8	0.530997614100163	534.5	0.322083436216681
537.9	0.43990948213849	537.9	0.537692399839033	534.6	0.328326450243431
538	0.461029516856462	538	0.548529299977865	534.7	0.331970559247293
538.1	0.488890366810477	538.1	0.560298941467577	534.8	0.340469907756381
538.2	0.50810030902726	538.2	0.56843292025991	534.9	0.350588157639646
538.3	0.511092362365575	538.3	0.582112413347202	535	0.357795057937334
538.4	0.516829588063314	538.4	0.599213259162517	535.1	0.366993186863076
538.5	0.520716636657487	538.5	0.619999921364291	535.2	0.38035951238953
538.6	0.518463193097701	538.6	0.63788640331169	535.3	0.391166219432456
538.7	0.535973595903862	538.7	0.658118335194925	535.4	0.402766616299313
538.8	0.553907652647533	538.8	0.676949050051612	535.5	0.410648907819476
538.9	0.589919082222512	538.9	0.689415258901861	535.6	0.417942254962735
539	0.599028708767936	539	0.703154922377386	535.7	0.427040053855603
539.1	0.596970728527997	539.1	0.721596708661616	535.8	0.440457366671305
