E	P1	E	P2	E	P3	E	P4
479.0635	0.0213753346237906	476.1465	0.0369812531099747	475.7465	0.0399822894802282	479.0635	0.0490042528514173
479.1635	0.0195009272329088	476.2465	0.035365239993097	475.8465	0.0374682560073164	479.1635	0.0570517793061887
479.2635	0.00770361998541827	476.3465	0.0341901025029875	475.9465	0.0314184768069091	479.2635	0.0586086758016153
479.3635	0.00555650407812126	476.4465	0.0216731373231588	476.0465	0.0474729701699574	479.3635	0.0598935316826164
479.4635	0.0188293824338018	476.5465	0.0118144030639596	476.1465	0.0630036906000776	479.4635	0.0580329855677639
479.5635	0.0253203569481037	476.6465	0.0043214651669522	476.2465	0.0548506877374023	479.5635	0.0573422027333812
479.6635	0.0232510573655779	476.7465	0.00660245709086058	476.3465	0.0505159014598583	479.6635	0.0584624143371809
479.7635	0.0205460840004013	476.8465	0.0118773011444115	476.4465	0.0427282137919899	479.7635	0.0576458714478656
479.8635	0.0209622160117989	476.9465	0.0300371552460851	476.5465	0.0481448455934954	479.8635	0.0511466296171613
479.9635	0.0155217429535203	477.0465	0.0347373055905097	476.6465	0.0577136647075392	479.9635	0.0425438054962071
480.0635	-0.0050043389028108	477.1465	0.0477027466644644	476.7465	0.0484338932972857	480.0635	0.0372876357396099
480.1635	-0.014937922630041	477.2465	0.070463128318478	476.8465	0.0390441062949392	480.1635	0.0322547063113178
480.2635	-0.0143848041522689	477.3465	0.070949363618899	476.9465	0.0221681406281857	480.2635	0.0233284500903865
480.3635	-0.0054092033609246	477.4465	0.0570125627434143	477.0465	0.0225440656352865	480.3635	0.0208200105519293
480.4635	-0.00458241136309001	477.5465	0.0485875930180274	477.1465	0.00904796012289823	480.4635	0.0201607708445954
480.5635	-0.00356416732213379	477.6465	0.0481672339733998	477.2465	0.00313921099059879	480.5635	0.0121323489958004
480.6635	0.0103837317730376	477.7465	0.0602688945111409	477.3465	-0.00438137516838399	480.6635	0.00455089472760613
480.7635	0.0118029186542191	477.8465	0.0667818229772104	477.4465	-0.00834074556839248	480.7635	-0.00374088139352681
480.8635	0.0159493180359836	477.9465	0.0800895675651515	477.5465	0.00286293336413253	480.8635	-0.00413845960545408
480.9635	0.013684588007283	478.0465	0.0749527405222182	477.6465	-0.0171816272582312	480.9635	7.43545345130776E-4
481.0635	0.0206652227174386	478.1465	0.0652513069663728	477.7465	-0.0266506092465943	481.0635	0.00195035017472934
481.1635	0.0291887619750018	478.2465	0.0591518345483141	477.8465	-0.0310582322832929	481.1635	0.00123840715132854
481.2635	0.0247194597769169	478.3465	0.0371096220727757	477.9465	-0.0354365108360921	481.2635	0.00113370703635719
481.3635	0.0254110239277197	478.4465	0.0406034675421514	478.0465	-0.0256474342580556	481.3635	0.00126561283585105
481.4635	0.0172867876236562	478.5465	0.0522018783136678	478.1465	-0.0333378245553661	481.4635	0.00592719206974585
481.5635	0.0131402781130875	478.6465	0.0601284232661772	478.2465	-0.0246902942462466	481.5635	0.010019293647055
481.6635	0.00250507065709214	478.7465	0.0605318252713023	478.3465	-0.0386854174449946	481.6635	0.0227507329160808
481.7635	-0.00425074642378216	478.8465	0.0621365351752376	478.4465	-0.035153104217172	481.7635	0.0299660585336103
481.8635	-0.00417031798143536	478.9465	0.0598142333159575	478.5465	-0.0339824892428701	481.8635	0.0339734095582606
481.9635	-0.00201285857035258	479.0465	0.048584978937276	478.6465	-0.0424634210442577	481.9635	0.0352070744518238
482.0635	-0.00664772910103748	479.1465	0.0432224132485437	478.7465	-0.0317716117839923	482.0635	0.0334850343434174
482.1635	-0.0159106972409465	479.2465	0.0441490931824621	478.8465	-0.036891224821952	482.1635	0.0308236004229174
482.2635	-0.0309087261074268	479.3465	0.0382864450544263	478.9465	-0.0362938225612753	482.2635	0.0285081622782085
482.3635	-0.0314477205660552	479.4465	0.0327414176540883	479.0465	-0.0222122946540217	482.3635	0.0304901520100318
482.4635	-0.0386956963900294	479.5465	0.029227066703017	479.1465	-0.0173409441524937	482.4635	0.031303990084318
482.5635	-0.0396503754617881	479.6465	0.0254186491321081	479.2465	-0.0107679282551588	482.5635	0.033162416647683
482.6635	-0.0373614102131044	479.7465	0.0126424515643191	479.3465	-0.0135474280117901	482.6635	0.0294975020799292
482.7635	-0.0437019040409872	479.8465	0.018232986348229	479.4465	0.00522610597201909	482.7635	0.0230781921638845
482.8635	-0.0480015106574569	479.9465	0.0118022588961185	479.5465	0.00227808374002807	482.8635	0.0184706500358892
482.9635	-0.0512798610380982	480.0465	0.0136708781754303	479.6465	0.00925074277525112	482.9635	0.0168330769185235
483.0635	-0.0560773281444311	480.1465	0.0122973387349578	479.7465	0.00715945772987141	483.0635	0.0151694772364944
483.1635	-0.0594307020521986	480.2465	0.0153905294852976	479.8465	-0.00621488685420392	483.1635	0.0152272779784138
483.2635	-0.0448521434764944	480.3465	0.0141794561551671	479.9465	0.00314941420636483	483.2635	0.0195888757536104
483.3635	-0.036957783843657	480.4465	0.0150085557788472	480.0465	-0.00333559416716657	483.3635	0.0227713221628515
483.4635	-0.0210740956919504	480.5465	0.0164893255162521	480.1465	-0.0151423912825704	483.4635	0.022177322632208
483.5635	-0.00925748148846647	480.6465	0.0171597972673961	480.2465	-0.0202785893339713	483.5635	0.0223482234053096
483.6635	0.0045975136357528	480.7465	0.0112693713862502	480.3465	-0.0137721933938082	483.6635	0.0184260220200395
483.7635	2.92439296228793E-4	480.8465	0.0174101404191469	480.4465	-0.0132802999857397	483.7635	0.0144183797957478
483.8635	0.0036063010539499	480.9465	0.0191721954282152	480.5465	-0.0104071062466191	483.8635	0.0148070024252634
483.9635	-0.00445837363502657	481.0465	0.0253036252868725	480.6465	0.00111751877120637	483.9635	0.0189071983978482
484.0635	-0.00349997771612473	481.1465	0.0267530325675211	480.7465	-0.00113172607886558	484.0635	0.017653220181109
484.1635	9.69133477315613E-5	481.2465	0.0288713526528435	480.8465	0.0096983554643627	484.1635	0.0152281372560439
484.2635	0.0106361194601555	481.3465	0.0237922183217726	480.9465	0.0163299684033249	484.2635	0.0136380602323067
484.3635	-6.8063042545679E-4	481.4465	0.0272479347992433	481.0465	0.0159961172977948	484.3635	0.013108582904156
484.4635	-0.00197775845552608	481.5465	0.0304653617279752	481.1465	0.0248771165117082	484.4635	0.0111080537800864
484.5635	-0.0173310043385586	481.6465	0.0306897831209893	481.2465	0.0191829973117487	484.5635	0.0119784829243395
484.6635	-0.0196387069708263	481.7465	0.0324400464975433	481.3465	0.0211509981650122	484.6635	0.0142390800611882
484.7635	-0.0249297077095497	481.8465	0.0471024316486411	481.4465	0.0148216190320174	484.7635	0.0146291921052627
484.8635	-0.018569218620647	481.9465	0.0467917479589242	481.5465	0.0067823512357588	484.8635	0.023261686128032
484.9635	-0.0123923882412034	482.0465	0.0483833149361962	481.6465	-0.00491987985956511	484.9635	0.0254014401874982
485.0635	7.40031149244354E-5	482.1465	0.0500671488107872	481.7465	-0.016858025331553	485.0635	0.0257075053318177
485.1635	0.00706329326078832	482.2465	0.0468510983372126	481.8465	-0.0157927925167382	485.1635	0.0286431089657601
485.2635	0.00826674297675064	482.3465	0.0475585518862912	481.9465	-0.0301935576253349	485.2635	0.0353487311429137
485.3635	0.00398844542352015	482.4465	0.0482145141720119	482.0465	-0.0296662991584041	485.3635	0.0369857629153724
485.4635	0.00561399819698502	482.5465	0.0334559695676125	482.1465	-0.0331797056476847	485.4635	0.0425334693410696
485.5635	0.0164506209113606	482.6465	0.0333261387650326	482.2465	-0.0301742413439135	485.5635	0.053034300262538
485.6635	0.0269634098080369	482.7465	0.0298913947279696	482.3465	-0.0213756515856675	485.6635	0.0573858349419329
485.7635	0.0229920326284115	482.8465	0.0314855518090321	482.4465	-0.0212874761198199	485.7635	0.0544656467486749
485.8635	0.0292768597872759	482.9465	0.0250632488545081	482.5465	-0.0144181132271154	485.8635	0.0506222287102988
485.9635	0.0287779418888157	483.0465	0.024146688086085	482.6465	-0.0129143424862729	485.9635	0.0448080832055715
486.0635	0.0276092877127057	483.1465	0.0221257411026975	482.7465	-0.0186432580992261	486.0635	0.0392432351459063
486.1635	0.00964710766484436	483.2465	0.00946293087856621	482.8465	-0.0232132262904136	486.1635	0.033083325870348
486.2635	0.00798522959360582	483.3465	0.00233751094873878	482.9465	-0.0220112120465712	486.2635	0.0297651889255535
486.3635	0.00667949775070525	483.4465	-0.00849536874641636	483.0465	-0.0206570393644366	486.3635	0.0226994673624397
486.4635	0.00604239057283673	483.5465	-0.0111120203608799	483.1465	-0.0233762479272416	486.4635	0.0156833509421597
486.5635	0.00374868290252039	483.6465	0.00618464835122877	483.2465	-0.0310282177990282	486.5635	0.00711463441460376
486.6635	-0.00473486583300305	483.7465	0.0140591558984952	483.3465	-0.0410864406539958	486.6635	0.00378839935099717
486.7635	-0.00428129168009575	483.8465	0.0339748191589534	483.4465	-0.0539209429032406	486.7635	-7.3044623051133E-4
486.8635	-0.0124752704909697	483.9465	0.0391660679826762	483.5465	-0.0671590835432118	486.8635	-0.00105307060951616
486.9635	-0.0305872429202235	484.0465	0.0478436853121579	483.6465	-0.0707440068261075	486.9635	3.34684722444747E-4
487.0635	-0.03218556634684	484.1465	0.0578848428014208	483.7465	-0.0648747388059262	487.0635	0.00276520496540263
487.1635	-0.0392534953419817	484.2465	0.057567888100412	483.8465	-0.0594881892547734	487.1635	0.00423286165992963
487.2635	-0.0412813451958116	484.3465	0.072784792272196	483.9465	-0.0418474096265558	487.2635	0.00455367869165244
487.3635	-0.0513449841577994	484.4465	0.0816696327055218	484.0465	-0.0503042638422547	487.3635	0.00488438610437322
487.4635	-0.049075040218523	484.5465	0.106842274223613	484.1465	-0.0387283723057087	487.4635	0.00831981244069792
487.5635	-0.0540746349789387	484.6465	0.11205480186002	484.2465	-0.0426992116741524	487.5635	0.0166725256671002
487.6635	-0.0537706966868609	484.7465	0.100726296184141	484.3465	-0.0343283437850248	487.6635	0.0256511462668111
487.7635	-0.0472487312387408	484.8465	0.0922365871845217	484.4465	-0.0313882973269519	487.7635	0.0260948199498297
487.8635	-0.048102160641101	484.9465	0.0762217682386969	484.5465	-0.0114079671705714	487.8635	0.0241144848048208
487.9635	-0.0372624250672431	485.0465	0.0643974560148575	484.6465	-0.00193391451101758	487.9635	0.0272444264866028
488.0635	-0.0321227309809706	485.1465	0.0545280653286339	484.7465	-0.0072621498703016	488.0635	0.0292304366829821
488.1635	-0.0337117502443913	485.2465	0.0532281440381879	484.8465	-0.0152320016216719	488.1635	0.0326316580411105
488.2635	-0.0197720075637839	485.3465	0.0579588280061559	484.9465	-0.0218383112926588	488.2635	0.0396735938446697
488.3635	0.00333936517971562	485.4465	0.0455512540098507	485.0465	-0.0339762783335906	488.3635	0.0444357438871467
488.4635	0.0121668823068956	485.5465	0.0354534161692928	485.1465	-0.0296912585871419	488.4635	0.0432056955976534
488.5635	0.0193265967773215	485.6465	0.0184066850726843	485.2465	-0.0204786946365793	488.5635	0.0470125532823737
488.6635	0.0241606920356398	485.7465	0.0164243824378531	485.3465	-0.0168296675808214	488.6635	0.0494880748495739
488.7635	0.0254948852913862	485.8465	0.0175646941324233	485.4465	-0.0268014945663383	488.7635	0.0439439487473355
488.8635	0.00939317652253507	485.9465	0.014894726341474	485.5465	-0.0291448164246141	488.8635	0.0330779821182416
488.9635	-0.00190133594843352	486.0465	0.0193395205732685	485.6465	-0.0365970737424677	488.9635	0.0301046103681967
489.0635	-0.00665535379996853	486.1465	0.0178816029515935	485.7465	-0.0414409347830955	489.0635	0.025917426856856
489.1635	-0.0114804064510012	486.2465	0.0132490617164011	485.8465	-0.0253588930321141	489.1635	0.0255601201231937
489.2635	-0.0148435250371813	486.3465	0.00880513923953964	485.9465	-0.0203569219228598	489.2635	0.0248870765981084
489.3635	-0.0181001886472001	486.4465	0.00478127239514746	486.0465	-0.0176001974644876	489.3635	0.0185579621906386
489.4635	-0.0252042622600461	486.5465	0.0204323667658011	486.1465	-0.0153166276176861	489.4635	0.0199750542156447
489.5635	-0.0204440531047977	486.6465	0.0318448080851496	486.2465	-0.00904510510814879	489.5635	0.0207230859447576
489.6635	-0.0355908246875052	486.7465	0.0437497539401399	486.3465	-0.0198505580979297	489.6635	0.014928570160114
489.7635	-0.0379349610255882	486.8465	0.0475622091128436	486.4465	-0.0219929977006672	489.7635	0.0125172748220007
489.8635	-0.0478961974072582	486.9465	0.0439159039181018	486.5465	-0.0151225859067751	489.8635	0.0126517040334683
489.9635	-0.0410116500788023	487.0465	0.0431800480308847	486.6465	-0.00808976237084669	489.9635	0.0137164349449499
490.0635	-0.0364935986772153	487.1465	0.0485315739572317	486.7465	-0.00730278889861841	490.0635	0.0117279710335602
490.1635	-0.0368673655142318	487.2465	0.060497631461088	486.8465	-0.00126924998850924	490.1635	0.0121796636863736
490.2635	-0.0345957008123892	487.3465	0.0681698149008228	486.9465	-0.0193257892981437	490.2635	0.0137232700211211
490.3635	-0.0197431968361371	487.4465	0.0727822273294136	487.0465	-0.0216555343680135	490.3635	0.00652846204389307
490.4635	-0.0234328421646022	487.5465	0.074172151026436	487.1465	-0.0225448906137486	490.4635	0.00156095896911128
490.5635	-0.023762465935354	487.6465	0.0551977462840891	487.2465	-0.0217189752117543	490.5635	-0.00344937432176737
490.6635	-0.0322147312074229	487.7465	0.0470943238837467	487.3465	-0.0267735858395983	490.6635	-0.00631882885423728
490.7635	-0.0261993238435572	487.8465	0.0364586472909143	487.4465	-0.0209112564775541	490.7635	-0.00959314827293787
490.8635	-0.0159971101513462	487.9465	0.0389320632056368	487.5465	-0.0188228883203085	490.8635	-0.016206540363039
490.9635	-0.00449483797041556	488.0465	0.0450009279971867	487.6465	-0.0204367170807077	490.9635	-0.0123443261038805
491.0635	0.00441396281810668	488.1465	0.0471490860781774	487.7465	-0.0183987256439841	491.0635	-0.00419220646646514
491.1635	0.0174309465725594	488.2465	0.0477006745814319	487.8465	-0.0273669604375686	491.1635	-0.00242779442336454
491.2635	0.026720655362748	488.3465	0.0512001120108885	487.9465	-0.027948275618233	491.2635	-0.0013026266971449
491.3635	0.0311485752860295	488.4465	0.0510627033046469	488.0465	-0.0208974793372359	491.3635	-0.00305436916896585
491.4635	0.00845398844370281	488.5465	0.0420188349387537	488.1465	-0.0176276359535042	491.4635	2.22552906201086E-4
491.5635	0.00633466629337596	488.6465	0.0309905119317942	488.2465	-0.00767219657586798	491.5635	0.00278261784467585
491.6635	0.00757787044275398	488.7465	0.0440085067888841	488.3465	-0.00880252903040283	491.6635	-0.00283949247626052
491.7635	0.0207908490535032	488.8465	0.0491909433394815	488.4465	-0.0190057772063165	491.7635	5.49276039501589E-4
491.8635	0.0213020876119378	488.9465	0.0454699661924853	488.5465	-0.0347405914152741	491.8635	0.0049788713178283
491.9635	0.0136533874845842	489.0465	0.0449213230072556	488.6465	-0.0381016361679986	491.9635	0.00731381506474086
492.0635	0.0230327067061731	489.1465	0.0555686920686286	488.7465	-0.0392310876633899	492.0635	0.0027556241153021
492.1635	0.0234658054364741	489.2465	0.0567050964066232	488.8465	-0.0461152972220618	492.1635	0.00419376844224616
492.2635	0.0114663085874484	489.3465	0.0478661230112813	488.9465	-0.0437928649969888	492.2635	0.0081643376105628
492.3635	0.00724808853392239	489.4465	0.0301734496304736	489.0465	-0.0314010108343243	492.3635	0.00972018387777484
492.4635	0.0105867616229338	489.5465	0.0269781865898931	489.1465	-0.0348815655027006	492.4635	0.00638072262193486
492.5635	0.0282198114147474	489.6465	0.0272344430226008	489.2465	-0.0395925961718643	492.5635	0.00763779805715421
492.6635	0.0341715161484103	489.7465	0.036970733455231	489.3465	-0.0457411724358196	492.6635	0.0145534649224731
492.7635	0.0431756626699662	489.8465	0.0391025812826372	489.4465	-0.0450350203357191	492.7635	0.021925933323493
492.8635	0.0346782962110358	489.9465	0.0438562061698937	489.5465	-0.0321806184274261	492.8635	0.0233076355219262
492.9635	0.0405327778597053	490.0465	0.0443277752666105	489.6465	-0.0224251184727999	492.9635	0.0242636105280223
493.0635	0.0428540659124335	490.1465	0.0341436780894684	489.7465	-0.00869553227021111	493.0635	0.0226365110502149
493.1635	0.0377809481298495	490.2465	0.0189121065299329	489.8465	0.00198790935136655	493.1635	0.0181182287729306
493.2635	0.033284893236147	490.3465	0.0192975435751662	489.9465	0.0164465113428646	493.2635	0.0109362144848621
493.3635	0.0366177177973483	490.4465	0.0280486458493365	490.0465	0.0205470962525942	493.3635	0.013992378589322
493.4635	0.0296169100713997	490.5465	0.0444090882449842	490.1465	0.01586705236374	493.4635	0.0160049022743551
493.5635	0.0210080726134271	490.6465	0.0486659682266788	490.2465	0.0161678159402338	493.5635	0.0158971030313978
493.6635	0.0161729362937563	490.7465	0.0486271103055642	490.3465	0.0212613301952724	493.6635	0.0163215861806771
