E	P1	E	P2
519.45	-0.0232192981321467	519.35	-0.0530263337317216
519.55	-0.0152356806540073	519.45	0.0274602347014895
519.65	0.00412334428519687	519.55	0.0303536564823653
519.75	0.00667068738034873	519.65	-0.00227851350375795
519.85	-0.0193277539193874	519.75	0.0104323448491606
519.95	-0.0315288197857919	519.85	-0.0286302128035037
520.05	-0.0282310045532157	519.95	-0.0469834521813763
520.15	-0.0227638795467481	520.05	0.0448441874082571
520.25	0.0189161212293682	520.15	0.0438848470750547
520.35	-0.00945435789310291	520.25	-0.0124033881718791
520.45	6.96768122315931E-4	520.35	0.0440094971484491
520.55	0.0172781277487453	520.45	0.0762457387161203
520.65	0.0080022766078543	520.55	0.00986569235335168
520.75	0.00256559799761991	520.65	0.00751339948182788
520.85	-0.0320916011279557	520.75	-0.0193376059806367
520.95	-0.0406885445232059	520.85	-0.00601172705323697
521.05	-0.0359180162467015	520.95	0.0119351883788271
521.15	-0.0789843871268174	521.05	-0.0125294660260369
521.25	-0.0904450380296994	521.15	-0.0187408257064707
521.35	-0.0710411600351839	521.25	-0.039587547826645
521.45	-0.0428597299115227	521.35	-0.0150102912512333
521.55	0.00864596807574895	521.45	-0.00942699468191772
521.65	0.00800117710974285	521.55	0.00217528014181553
521.75	0.00132594621513944	521.65	-0.010308641282115
521.85	-0.0295714544419724	521.75	0.0139026381859163
521.95	-0.026398917317742	521.85	-0.0486485012312604
522.05	-0.0998758213897656	521.95	-0.0491933038686442
522.15	-0.10885807419672	522.05	-0.0324059710112378
522.25	-0.123639856159776	522.15	-0.0166909175496715
522.35	-0.0899408858074197	522.25	-0.0134160697527052
522.45	-0.0456434004242769	522.35	-0.0303052081912905
522.55	-0.0263413230196099	522.45	-0.00549162983580521
522.65	-0.0228862795570963	522.55	-0.00672531262783852
522.75	0.00569384798468464	522.65	0.0105812992804948
522.85	0.0178722771252652	522.75	0.0288232038437783
522.95	0.0193439230092617	522.85	0.0155526393891023
523.05	-0.0126405417291871	522.95	-0.0181126021705476
523.15	0.0155677937600248	523.05	0.037746352340999
523.25	-0.00609144590469292	523.15	0.0068149900937683
523.35	0.0128377399492937	523.25	0.0102024721462433
523.45	-0.0124147565581829	523.35	0.00598811252195815
523.55	-0.0191218243907487	523.45	0.0350725521180085
523.65	-0.0296637476069747	523.55	0.057728384762852
523.75	0.0301620142805402	523.65	0.0320108447168101
523.85	0.0167547666476949	523.75	0.0396910218257947
523.95	-9.87966963315569E-4	523.85	0.0500769236939416
524.05	-0.00902797899311844	523.95	-0.0206574208504119
524.15	-0.0264373350752833	524.05	-0.0342085041189069
524.25	-0.0496704739483624	524.15	0.0503802869999759
524.35	-0.0715207352408548	524.25	0.0336959468673046
524.45	-0.113906064055466	524.35	-0.00401139016114672
524.55	-0.0856337636467119	524.45	0.071458181263987
524.65	-0.0517840973767269	524.55	0.074384329705059
524.75	-0.0382647979510529	524.65	0.0144686329400252
524.85	-0.0405485202048947	524.75	0.0909238062389207
524.95	-0.0640173073938014	524.85	0.139087343285019
525.05	-0.0270723275728256	524.95	0.135932108222573
525.15	-0.0734131655197392	525.05	0.189551532457949
525.25	-0.0780019532260568	525.15	0.207897713144406
525.35	-0.0886709654886946	525.25	0.183181063456032
525.45	-0.0307474970248875	525.35	0.234406307903328
525.55	-0.0189108501060692	525.45	0.281353022804386
525.65	-9.45778574015626E-4	525.55	0.353751133000185
525.75	-0.0211456770321312	525.65	0.367587772421372
525.85	0.00649017566099239	525.75	0.447331734432778
525.95	0.0269968179231127	525.85	0.475223191009794
526.05	0.0163491165209293	525.95	0.524646864898251
526.15	0.0226911186423139	526.05	0.534214600261492
526.25	0.0095055815698246	526.15	0.556237717475876
526.35	0.049646220313551	526.25	0.685915504255268
526.45	0.0880436048015729	526.35	0.730131788977212
526.55	0.113114102033425	526.45	0.674780418548316
526.65	0.128966601127956	526.55	0.8075624253022
526.75	0.202564417654059	526.65	0.83834954960736
526.85	0.253966601127956	526.75	0.82065308938068
526.95	0.334383246235836	526.85	0.908591550425527
527.05	0.38605318983805	526.95	0.880671217383632
527.15	0.478996352253324	527.05	0.896485894649031
527.25	0.534301107259275	527.15	1
527.35	0.621743545299322	527.25	0.913856692521798
527.45	0.651530242665701	527.35	0.841623819875029
527.55	0.686196771356134	527.45	0.856868989083092
527.65	0.711640451182284	527.55	0.79210709959974
527.75	0.707552905262069	527.65	0.732995371744379
527.85	0.725135173591349	527.75	0.698842535032767
527.95	0.731515496455735	527.85	0.646255283992011
528.05	0.738668701816112	527.95	0.649643455871147
528.15	0.779382470119522	528.05	0.657096792306026
528.25	0.804441325606664	528.15	0.605478507086766
528.35	0.805589330987737	528.25	0.608807321788095
528.45	0.810465928493817	528.35	0.601548099367124
528.55	0.817059683344544	528.45	0.574521332488429
528.65	0.806300770942205	528.55	0.50691029847035
528.75	0.752816655456098	528.65	0.477725817965974
528.85	0.70961284731205	528.75	0.396916635250142
528.95	0.667430925648057	528.85	0.40693035157096
529.05	0.652008847725979	528.95	0.413389054215563
529.15	0.623593289180939	529.05	0.416729098653234
529.25	0.619279376002484	529.15	0.348288668393907
529.35	0.590478993118435	529.25	0.304539219854174
529.45	0.575807160966524	529.35	0.269680514001075
529.55	0.493532364050292	529.45	0.257241174630421
529.65	0.458687975371242	529.55	0.274175617033906
529.75	0.402351632431314	529.65	0.285167924664512
529.85	0.38905093910074	529.75	0.218557941428904
529.95	0.357889869095048	529.85	0.18938469066087
530.05	0.404198142494955	529.95	0.224052490996158
530.15	0.384455683758473	530.05	0.19797864745847
530.25	0.389594220520515	530.15	0.176730382051673
530.35	0.391282273503389	530.25	0.231783362343486
530.45	0.391793216743416	530.35	0.286223519880644
530.55	0.348340404615305	530.45	0.177025563692658
530.65	0.306949474827961	530.55	0.0934609245281505
530.75	0.268783631706938	530.65	0.12912351907852
530.85	0.249667563512185	530.75	0.135719224506493
530.95	0.251455541470482	530.85	0.120658062549631
531.05	0.219104103068246	530.95	0.155447304462216
531.15	0.199629727841879	531.05	0.135143780731377
531.25	0.209062128110933	531.15	0.127744026181328
531.35	0.246054742070678	531.25	0.178071533420497
531.45	0.260043591866301	531.35	0.142907860013315
531.55	0.273559010710405	531.45	0.146499931819458
531.65	0.276419322709163	531.55	0.183129727518469
531.75	0.280791444611166	531.65	0.198208054929453
531.85	0.278394538728204	531.75	0.174413847869158
531.95	0.253716950380297	531.85	0.144304357939825
532.05	0.21858539866508	531.95	0.140980676832252
532.15	0.194295868474155	532.05	0.191197490956052
532.25	0.181587933978372	532.15	0.231974267861297
532.35	0.174724155326745	532.25	0.23283574906352
532.45	0.202965411082941	532.35	0.234954960736029
532.55	0.25813272882496	532.45	0.245414658014422
532.65	0.301454247943292	532.55	0.240789610889636
532.75	0.300087959848916	532.65	0.236164563764849
532.85	0.316704610130905	532.75	0.267047942952939
532.95	0.297898018316345	532.85	0.259750218578797
533.05	0.292073265380038	532.95	0.287344889266778
533.15	0.277054121177627	533.05	0.308097442026486
533.25	0.289258550214726	533.15	0.305540270636646
533.35	0.28878091529984	533.25	0.326743617098076
533.45	0.313646711853883	533.35	0.316954495504095
533.55	0.319854995602008	533.45	0.321207357081552
533.65	0.354070730066746	533.55	0.346390842952137
533.75	0.361754281574999	533.65	0.395140732660084
533.85	0.351965514565116	533.75	0.408486472178328
533.95	0.332834247425881	533.85	0.400529401856115
534.05	0.350597609561753	533.95	0.373122428189847
534.15	0.324626817405702	534.05	0.411197651380857
534.25	0.364444818130077	534.15	0.420327427026767
534.35	0.377897500905469	534.25	0.453248201236875
534.45	0.422844336937962	534.35	0.507057889290842
534.55	0.457090469291665	534.45	0.489725593371247
534.65	0.478068246494541	534.55	0.50006176354988
534.75	0.451715863817457	534.65	0.477927953220127
534.85	0.450752186060951	534.75	0.484362592143997
534.95	0.471079965850882	534.85	0.508846625865291
535.05	0.465870285093393	534.95	0.525219581451684
535.15	0.475235421948569	535.05	0.522113757229143
535.25	0.513646711853883	535.15	0.583145769998957
535.35	0.538844621513944	535.25	0.562508723098766
535.45	0.566687794277436	535.35	0.57233474239787
535.55	0.592451622083096	535.45	0.598599491453369
535.65	0.576386014384022	535.55	0.595458373773753
535.75	0.612090598644384	535.65	0.564202809038334
535.85	0.600406814301237	535.75	0.612509926284802
535.95	0.620437082837481	535.85	0.640175183886933
536.05	0.592390179541574	535.95	0.561395374952875
536.15	0.593829228540384	536.05	0.575637889130417
536.25	0.586042194856936	536.15	0.648462729307206
536.35	0.636357168727687	536.25	0.642125949514314
536.45	0.650828504165158	536.35	0.648018352597679
536.55	0.678076654421276	536.45	0.699014189573992
536.65	0.72278418792363	536.55	0.697774105832244
536.75	0.763843974750349	536.65	0.70035052819867
536.85	0.772798416722719	536.75	0.697409941525159
536.95	0.798746572152947	536.85	0.753446325870906
537.05	0.746779117297046	536.95	0.737715069504047
537.15	0.709755135302944	537.05	0.696930271358557
537.25	0.688224375226367	537.15	0.727059653963696
537.35	0.681986340352874	537.25	0.700037699829148
537.45	0.657765043721219	537.35	0.708710264781141
537.55	0.691995006985047	537.45	0.782279476052587
537.65	0.737895819320122	537.55	0.784047357402402
537.75	0.785568763905417	537.65	0.786874042464446
537.85	0.774024033735189	537.75	0.774335239714765
537.95	0.812998007968128	537.85	0.766570679158411
538.05	0.823478812024629	537.95	0.811805661391364
538.15	0.853892870078129	538.05	0.839976257128877
538.25	0.872183344543902	538.15	0.912701633926638
538.35	0.895156387437264	538.25	0.911751919081728
538.45	0.933205489729394	538.35	0.903380952762916
538.55	0.995880115900036	538.45	0.882716633645894
538.65	0.971584441454959	538.55	0.869688535241319
538.75	0.962665571480313	538.65	0.868451659995669
538.85	0.930369431365447	538.75	0.928747322911069
538.95	0.923219459823045	538.85	0.962067554885336
539.05	0.926618202514617	538.95	0.935842912031058
539.15	0.889102680188337	539.05	0.895324419061675
539.25	0.864658250116418	539.15	0.889128813097081
539.35	0.880251720391163	539.25	0.867683225180277
539.45	0.91748590055363	539.35	0.920512717676407
539.55	0.911800848553837	539.45	0.952058651308665
539.65	0.916476949345475	539.55	0.9196977596676
539.75	0.937005225849847	539.65	0.907311360482558
539.85	0.939133078077301	539.75	0.894543150261894
539.95	0.956838231489626	539.85	0.910851935926333
540.05	0.970316784808817	539.95	0.934413527019548
540.15	0.963920292854556	540.05	0.906977676888401
540.25	1	540.15	0.95115866815327
540.35	0.998813188803229	540.25	0.977566195285115
540.45	0.97742795053552	540.35	0.973507447721567
540.55	0.930362963729498	540.45	0.924852208648501
540.65	0.911167020230765	540.55	0.929315226720356
540.75	0.89446111657267	540.65	0.907781405160866
540.85	0.908602602576706	540.75	0.893745838981623
540.95	0.925137113882134	540.85	0.883708058940073
541.05	0.935795777927252	540.95	0.891406845326424
541.15	0.94490220934444	541.05	0.844230722954383
541.25	0.944287783929218	541.15	0.858182868235086
541.35	0.940986055776892	541.25	0.8690275850452
541.45	0.922465980234905	541.35	0.868841492271535
541.55	0.917324209654887	541.45	0.855102711981327
541.65	0.949254928338594	541.55	0.860371062573695
541.75	0.952275314327107	541.65	0.861516495680562
541.85	0.948676074921095	541.75	0.788263321274736
541.95	0.922540358048326	541.85	0.805462464606278
542.05	0.925796812749004	541.95	0.845955289606879
542.15	0.917780177989341	542.05	0.783842013652151
542.25	0.881706938479847	542.15	0.747422374447537
542.35	0.838309101257309	542.25	0.726004058747564
542.45	0.809832100170746	542.35	0.708577112193087
542.55	0.805634604439385	542.45	0.688650747178529
542.65	0.813221141408392	542.55	0.724712639068253
542.75	0.803089589693175	542.65	0.722261348049635
542.85	0.772937470895638	542.75	0.680911854590957
542.95	0.766162622238319	542.85	0.712696821182491
543.05	0.746190562425622	542.95	0.74083212346293
543.15	0.707840715061831	543.05	0.680095292334101
543.25	0.662670745589072	543.15	0.660443253735893
543.35	0.651197159414291	543.25	0.628993574986565
543.45	0.670005044756041	543.35	0.587812527573013
543.55	0.668850571739018	543.45	0.642246268117976
543.65	0.670373700005174	543.55	0.63800624052491
543.75	0.650482485641848	543.65	0.62076378249605
543.85	0.662677213225022	543.75	0.601203186036625
543.95	0.665613519946189	543.85	0.656342795723075
544.05	0.651265069591763	543.95	0.600117110107565
544.15	0.619745045790863	544.05	0.568834273155315
544.25	0.632386040254566	544.15	0.589752063464053
544.35	0.580104905055104	544.25	0.595089396722521
544.45	0.596610311998758	544.35	0.58261957663894
544.55	0.545674445076836	544.45	0.59465143700519
544.65	0.515027552129146	544.55	0.516399425679199
544.75	0.529395405391421	544.65	0.575009023895275
544.85	0.578617348786671	544.75	0.632962484659378
544.95	0.537732188130595	544.85	0.563885167924664
545.05	0.536726470740415	544.95	0.574646463836238
545.15	0.510445232058778	545.05	0.605403107428471
545.25	0.507680317690278	545.15	0.53115209073627
545.35	0.502813421638123	545.25	0.513611242570326
545.45	0.510477570238526	545.35	0.540190424243397
545.55	0.502522378020386	545.45	0.521720716457179
545.65	0.530262068608682	545.55	0.608869887461999
545.75	0.520689967403115	545.65	0.651234869935589
545.85	0.491009986029906	545.75	0.59476052587251
545.95	0.45109820458426	545.85	0.584677826885593
546.05	0.441716898639209	545.95	0.571683417690043
546.15	0.439999741294562	546.05	0.500578331421604
546.25	0.442104956796192	546.15	0.597412347897232
546.35	0.425712733481658	546.25	0.58002069479983
546.45	0.444307186837067	546.35	0.532217311440695
546.55	0.48540901329746	546.45	0.570375955530244
546.65	0.49877438298753	546.55	0.535814035566179
546.75	0.492235603042376	546.65	0.48510215049451
546.85	0.496416929683862	546.75	0.565370701617884
546.95	0.489137605422466	546.85	0.571250270716858
547.05	0.491653515806902	546.95	0.549527147887606
547.15	0.499731593108087	547.05	0.608736734873946
547.25	0.495669917731671	547.15	0.593112963126359
547.35	0.50275844673255	547.25	0.522651180325502
547.45	0.513976561287318	547.35	0.536810273604505
547.55	0.532580716096652	547.45	0.565996358356929
547.65	0.524809851503079	547.55	0.562141350295583
547.75	0.492510477570239	547.65	0.574614378875262
547.85	0.491760231800072	547.75	0.55256078094795
547.95	0.475503828840482	547.85	0.514163103899125
548.05	0.479604310032597	547.95	0.560294860791376
548.15	0.491087597661303	548.05	0.583851639140444
548.25	0.517614606509029	548.15	0.607174197274383
548.35	0.537020748176127	548.25	0.602717596194724
548.45	0.57599148859109	548.35	0.588582566636453
548.55	0.559531355099084	548.45	0.536450922041566
548.65	0.506577585760853	548.55	0.488073217880949
548.75	0.480134656180473	548.65	0.496477873408786
548.85	0.45199720598127	548.75	0.523620146146997
548.95	0.437542039633673	548.85	0.524261845366531
549.05	0.425825917110778	548.95	0.500493306275016
549.15	0.443928830134009	549.05	0.527821671786892
549.25	0.502661432193305	549.15	0.526385869783186
549.35	0.521475785171004	549.25	0.557232351266153
549.45	0.518089977751332	549.35	0.575288163055772
549.55	0.487307264448699	549.45	0.563691053910756
549.65	0.457436487814974	549.55	0.54139521452807
549.75	0.41837196667874	549.65	0.534235455486127
549.85	0.420257282558079	549.75	0.514129414690099
549.95	0.41735978165261	549.85	0.482812888528824
550.05	0.413530941170383	549.95	0.48479894761328
550.15	0.434673643089978	550.05	0.487530982040443
550.25	0.448410901847157	550.15	0.46842278353079
550.35	0.440213173280902	550.25	0.497101925899783
550.45	0.435155481968231	550.35	0.538513985032366
550.55	0.445112407512806	550.45	0.476992676607657
550.65	0.447304936099757	550.55	0.541958305593211
550.75	0.443615149790449	550.65	0.529557468175729
550.85	0.430796295338128	550.75	0.414856941180245
550.95	0.432494049774926	550.85	0.570096816369747
551.05	0.406785196874838	550.95	0.582895507303339
551.15	0.427300538107311	551.05	0.472199183437743
551.25	0.392533761059657	551.15	0.538456232102608
551.35	0.379000232834894	551.25	0.540026790942416
551.45	0.360528664562529	551.35	0.455144422430596
551.55	0.395583251409945	551.45	0.493384883170636
551.65	0.408570264396958	551.55	0.481566387794881
551.75	0.419558777875511	551.65	0.450726323304109
551.85	0.42301572929063	551.75	0.458802107981936
551.95	0.430485848812542	551.85	0.492115922964009
552.05	0.452466109587624	551.95	0.48455189341376
552.15	0.448469110570704	552.05	0.484644939800592
552.25	0.411464531484452	552.15	0.529766020422078
552.35	0.429370181611217	552.25	0.511371712294155
552.45	0.426906012314379	552.35	0.545514923517474
552.55	0.446263646711854	552.45	0.50516327234517
552.65	0.428940083820562	552.55	0.481885633156599
552.75	0.428843069281316	552.65	0.554726515813875
552.85	0.40806578879288	552.75	0.540596298999751
552.95	0.422514487504527	552.85	0.535690508466419
553.05	0.411267268587986	552.95	0.603872654789884
553.15	0.416017747193046	553.05	0.531272409339932
553.25	0.413165519739225	553.15	0.491987583120102
553.35	0.405323511150204	553.25	0.548227706968051
553.45	0.385991747296528	553.35	0.566304373982305
553.55	0.369648031251617	553.45	0.517070001363611
553.65	0.361699306669426	553.55	0.565476581989107
553.75	0.363529647643194	553.65	0.544562000176467
553.85	0.404751125368655	553.75	0.471175673182588
553.95	0.407454597195633	553.85	0.505861120246413
554.05	0.394186242044808	553.95	0.540777579029269
554.15	0.418934651006364	554.05	0.496022266962918
554.25	0.433777875510943	554.15	0.590191627429433
554.35	0.441121876131836	554.25	0.591606574208504
554.45	0.489739095565789	554.35	0.561175592970185
554.55	0.454112122936824	554.45	0.558897560740842
554.65	0.45287033683448	554.55	0.582858609598216
554.75	0.446438272882496	554.65	0.586269240950036
554.85	0.430686345526983	554.75	0.575466234589192
554.95	0.402361333885238	554.85	0.531790581459705
555.05	0.378783567030579	554.95	0.593404936271246
555.15	0.390101929942567	555.05	0.554030272160681
555.25	0.430052517203912	555.15	0.531195405433588
555.35	0.443993506493507	555.25	0.566347688679624
555.45	0.442835799658509	555.35	0.568088297812608
555.55	0.441241527396906	555.45	0.561177197218234
555.65	0.440488047808765	555.55	0.564250936479799
555.75	0.388552931132612	555.65	0.543968428398399
555.85	0.34724414032183	555.75	0.534904426922491
555.95	0.352676954519584	555.85	0.557110428414441
556.05	0.371510710405133	555.95	0.565778180622288
556.15	0.40753220882703	556.05	0.599810698730238
556.25	0.425990841827495	556.15	0.547217030697286
556.35	0.434557225642883	556.25	0.559831233105263
556.45	0.439669891861127	556.35	0.579642092260305
556.55	0.476415765509391	556.45	0.578831946995644
556.65	0.448630801469447	556.55	0.557742502145682
556.75	0.417948336524034	556.65	0.627354033480657
556.85	0.425243829875304	556.75	0.621360562770216
556.95	0.441904460081751	556.85	0.583546832011166
557.05	0.469634449216123	556.95	0.586604528792242
557.15	0.469159077973819	557.05	0.632510086709607
557.25	0.481011020851658	557.15	0.607828730478307
557.35	0.491107000569152	557.25	0.597163689449663
557.45	0.485968463807109	557.35	0.652494204653924
557.55	0.473466523516324	557.45	0.662414874587909
557.65	0.428720184198272	557.55	0.648839727598681
557.75	0.42179011227816	557.65	0.668254337485662
557.85	0.42765302426657	557.75	0.637266682174398
557.95	0.411768510374088	557.85	0.599196271727535
558.05	0.421900062089305	557.95	0.615870825947108
558.15	0.447599213535469	558.05	0.617423738058379
558.25	0.484914239147307	558.15	0.64334196953533
558.35	0.510277073524085	558.25	0.697066632442708
558.45	0.521996429864956	558.35	0.674732291106851
558.55	0.477065762922337	558.45	0.673594879240228
558.65	0.486185129611424	558.55	0.648042416318411
558.75	0.458594194649972	558.65	0.591619408192895
558.85	0.429855254307446	558.75	0.612517947525046
558.95	0.382179075904175	558.85	0.610093928723259
559.05	0.375679101774719	558.95	0.620377158716281
559.15	0.347111553784861	559.05	0.67302857967899
559.25	0.404489186112692	559.15	0.638245273484186
559.35	0.42001151239199	559.25	0.591980364003882
559.45	0.452821829564857	559.35	0.635216453167989
559.55	0.469931960469809	559.45	0.671207758143564
559.65	0.500093780721271	559.55	0.692459232046459
559.75	0.476616262223832	559.65	0.672192766445548
559.85	0.47034588917059	559.75	0.653386166569075
559.95	0.424519454648937	559.85	0.640688543262559
560.05	0.397255135302944	559.95	0.615387947284409
560.15	0.411474232938376	560.05	0.695253832147527
560.25	0.383107181662959	560.15	0.715359872943555
560.35	0.389681533605836	560.25	0.618010892844252
560.45	0.414164769493455	560.35	0.685849730085266
560.55	0.441105707041962	560.45	0.680135398535322
560.65	0.445817379831324	560.55	0.648640800840626
560.75	0.462924276918301	560.65	0.764368046587363
560.85	0.44380917886894	560.75	0.78692377415396
560.95	0.443453458891706	560.85	0.71388075624253
561.05	0.458490712474776	560.95	0.714167916643271
561.15	0.444436539556061	561.05	0.674374543791961
561.25	0.441480829927045	561.15	0.682594710794183
561.35	0.478566254462669	561.25	0.697076257931001
561.45	0.515418844104103	561.35	0.724972527252164
561.55	0.54193291767993	561.45	0.738701682054079
561.65	0.516967842914058	561.55	0.730730173499427
561.75	0.531950121591556	561.65	0.767733758993816
561.85	0.517530527241683	561.75	0.730183124914774
561.95	0.519923552543074	561.85	0.779130337132728
562.05	0.500562684327625	561.95	0.755121160833888
562.15	0.485386376571636	562.05	0.713965781389118
562.25	0.491388342732964	562.15	0.774660902068678
562.35	0.482000569151964	562.25	0.783243629129936
562.45	0.500329849433435	562.35	0.696607817500742
562.55	0.496830858384643	562.45	0.724260241118482
562.65	0.490182128628344	562.55	0.730905036536749
562.75	0.486046075438506	562.65	0.732230145425086
562.85	0.504042272468567	562.75	0.753048472354796
562.95	0.497600507062658	562.85	0.780620683570094
563.05	0.467745899518808	562.95	0.720791856836904
563.15	0.463994670667977	563.05	0.683534800150799
563.25	0.473602343871268	563.15	0.719449101220031
563.35	0.422488616960729	563.25	0.706400147590821
563.45	0.451938997257722	563.35	0.737851430588198
563.55	0.438515418844104	563.45	0.793940755119557
563.65	0.475338904123765	563.55	0.732377736245578
563.75	0.490127153722771	563.65	0.781185378883283
563.85	0.520761111398562	563.75	0.752488589785753
563.95	0.511405675997309	563.85	0.751057600526193
564.05	0.508107181662959	563.95	0.808194499033441
564.15	0.473049360997568	564.05	0.776273171357755
564.25	0.446499715424018	564.15	0.728258027256174
564.35	0.428610234387127	564.25	0.74508017229624
564.45	0.431834350908056	564.35	0.717394059469475
564.55	0.464356858281161	564.45	0.774728280486729
564.65	0.501416412272986	564.55	0.781414786354266
564.75	0.54402519790966	564.65	0.765061081744459
564.85	0.562910694882806	564.75	0.781892852272818
564.95	0.5768775547162	564.85	0.754341496282155
565.05	0.544720468774254	564.95	0.823906504423714
565.15	0.52014021834739	565.05	0.783341488260915
565.25	0.496035339162829	565.15	0.74319678508691
565.35	0.482113752781083	565.25	0.797747635739438
565.45	0.450522584984736	565.35	0.809128171397862
565.55	0.459001655714803	565.45	0.754453793645574
565.65	0.453213121539815	565.55	0.771067386439291
565.75	0.467991669684897	565.65	0.740690949634633
565.85	0.442389532777979	565.75	0.731140860999928
565.95	0.45564171883893	565.85	0.778976329320039
566.05	0.450467610079164	565.95	0.812424901138214
566.15	0.45939294768976	566.05	0.77744908517755
566.25	0.465695658922751	566.15	0.820799075953124
566.35	0.517614606509029	566.25	0.864400933672364
566.45	0.517611372691054	566.35	0.786859604232006
566.55	0.53186604232421	566.45	0.741489865162952
566.65	0.49757463651886	566.55	0.792909223624157
566.75	0.489331634500957	566.65	0.781459705299633
566.85	0.441881823355927	566.75	0.763185715775373
566.95	0.432400269053655	566.85	0.74415933391621
567.05	0.430906245149273	566.95	0.719322365624173
567.15	0.424761990997051	567.05	0.727123823885649
567.25	0.444847234438868	567.15	0.77267805148032
567.35	0.470071014642728	567.25	0.802825080813996
