E	P1	E	P2
483.75	0.181824972835929	483.65	-0.00168462087607986
483.85	0.138991113468205	483.75	-0.0581358637672557
483.95	0.145460689708698	483.85	-0.0222327924343662
484.05	0.160811300253531	483.95	-0.0289053413438786
484.15	0.153734412997361	484.05	0.018211103000746
484.25	0.155277590934961	484.15	0.0437038878951464
484.35	0.18413585916076	484.25	0.0194691543206411
484.45	0.20271996429865	484.35	0.022240011550586
484.55	0.246097751849744	484.45	0.0522399313381835
484.65	0.230011447715631	484.55	0.0579558671361766
484.75	0.231232860764733	484.65	0.0499432898314737
484.85	0.196632948724582	484.75	0.0404029871098669
484.95	0.207360493092565	484.85	0.0487221362167018
485.05	0.192913734671703	484.95	0.0286526722761873
485.15	0.173482369224401	485.05	0.0504040298710987
485.25	0.143227091633466	485.15	0.0615639814228076
485.35	0.132394448181301	485.25	0.0342781284842262
485.45	0.128685258964143	485.35	0.0277916723483785
485.55	0.166891848191649	485.45	0.0293580601432594
485.65	0.140386829306152	485.55	0.0196037507319382
485.75	0.121586705127542	485.65	0.0387279917220801
485.85	0.0953487996067677	485.75	0.0258389816233386
485.95	0.12245239819941	485.85	0.011411529730727
486.05	0.113056216691675	485.95	-0.0353555414738227
486.15	0.120028004863662	486.05	-0.0262090816482044
486.25	0.13103527448647	486.15	-0.0190424243396514
486.35	0.114176087856367	486.25	-0.0182629202127233
486.45	0.0955156646142702	486.35	0.0689837890734665
486.55	0.087799128162674	486.45	0.0387682583481058
486.65	0.102824740001035	486.55	0.0361276660597262
486.75	0.124998059709215	486.65	-0.023958802910106
486.85	0.158040888394474	486.75	-0.037409460250744
486.95	0.170696111657267	486.85	-0.0260728809888585
487.05	0.206875743778134	486.95	0.0241121690235744
487.15	0.17046554043566	487.05	-0.00871050541834779
487.25	0.167232692606199	487.15	0.0266685382893903
487.35	0.164569320122109	487.25	0.017685872189558
487.45	0.132252160190407	487.35	0.0349079562681982
487.55	0.123737517462617	487.45	0.0110466755969808
487.65	0.151186811196771	487.55	0.0449422069640408
487.75	0.142150877011435	487.65	0.0370595737512934
487.85	0.151998176126662	487.75	0.012088730959581
487.95	0.1295266984012	487.85	0.0507750924447938
488.05	0.144085993687587	487.95	0.0769779175256078
488.15	0.119379624359704	488.05	0.0060537583521164
488.25	0.134600882185544	488.15	0.0566225765827912
488.35	0.14783689915662	488.25	0.0600187697021714
488.45	0.135140283023749	488.35	-0.00734233851238078
488.55	0.151857505044756	488.45	-0.00272049988369202
488.65	0.125041716251876	488.55	0.0235939969038013
488.75	0.135763116365706	488.65	0.0215872430195157
488.85	0.0999945025094427	488.75	0.0329652118810611
488.95	0.0821464143426295	488.85	0.0527911509677626
489.05	0.0755892016350184	488.95	0.0293994497429193
489.15	0.0794021964091685	489.05	-0.012173226704313
489.25	0.07704733015988	489.15	0.00143438545267869
489.35	0.112431766440731	489.25	0.023586136088362
489.45	0.153880258188027	489.35	0.0226747627718198
489.55	0.195799593832462	489.45	0.004794086741692
489.65	0.179115356754799	489.55	-0.0135444577240533
489.75	0.14894027784964	489.65	0.00196156221674995
489.85	0.108955412117763	489.75	0.0198937987791672
489.95	0.0831547187871889	489.85	0.0450777659241672
490.05	0.0687202488746314	489.95	0.00172771097867152
490.15	0.0742206498680602	490.05	-0.00632266241006184
490.25	0.0394635742743312	490.15	-0.0341841195485646
490.35	0.0702459641951674	490.25	-0.0774721863494534
490.45	0.100579176799296	490.35	0.00925063969390947
490.55	0.135725604077198	490.45	0.0746211167170668
490.65	0.148942218140425	490.55	0.075477464325534
490.75	0.162877709939463	490.65	0.120292454419302
490.85	0.174706045946086	490.75	0.006182194450906
490.95	0.177979963263828	490.85	-0.0614848919940001
491.05	0.154953562373881	490.95	0.00495258644891673
491.15	0.158639791483417	491.05	0.0178520722874171
491.25	0.162185996274642	491.15	0.0246882544979105
491.35	0.14806197288767	491.25	0.0877969663669397
491.45	0.135167447094738	491.35	0.0904138157841966
491.55	0.104806747037823	491.45	0.0212331854751382
491.65	0.0837429502768148	491.55	0.00750497717957151
491.75	0.0364558001759197	491.65	0.0157151497164492
491.85	0.0319631862161743	491.75	0.00722157071926461
491.95	-0.0253063072385782	491.85	-0.00567785094931378
492.05	0.0181993454752419	491.95	0.0765340220904956
492.15	0.0626380840275263	492.05	-0.013505715133674
492.25	0.112553034614788	492.15	-0.0176946955538265
492.35	0.144415196357427	492.25	0.046143628327812
492.45	0.145764021834739	492.35	0.0389548323961851
492.55	0.145676061985823	492.45	0.0263067803543784
492.65	0.150519027784964	492.55	0.0946711692561904
492.75	0.118693084803643	492.65	0.0767510768515028
492.85	0.110356302064469	492.75	0.0120524749536773
492.95	0.0996184094789673	492.85	0.0140986933399642
493.05	0.121190239043825	492.95	-0.0391463796132158
493.15	0.12913831686242	493.05	0.00553818511418235
493.25	0.120752703471827	493.15	0.0366923613729155
493.35	0.10304399285973	493.25	0.00532984142008037
493.45	0.101406064055466	493.35	0.0451562136537551
493.55	0.0941561675376416	493.45	0.0464359223223095
493.65	0.100291366999534	493.55	-0.016779632466772
493.75	0.111988409996378	493.65	0.0335151481122011
493.85	0.142071648471051	493.75	0.0562085201613874
493.95	0.13141977544368	493.85	5.21295590724238E-5
494.05	0.124395922802297	493.95	-0.00763517795121482
494.15	0.0553739587106121	494.05	-0.00911824110243926
494.25	0.0120548002794019	494.15	0.00737520955490138
494.35	-0.00784110311998758	494.25	-0.0126877090535739
494.45	0.0143305350028458	494.35	0.0439016916795675
494.55	0.0515373570652455	494.45	0.047214784750018
494.65	0.0585220805091323	494.55	3.44327779961338E-4
494.75	0.0579907642158638	494.65	0.0288854486680731
494.85	0.0841287447612149	494.75	0.030252268005679
494.95	0.102033748124386	494.85	0.013777956027561
495.05	0.0914106560769907	494.95	0.0269916338464253
495.15	0.108943123609458	495.05	0.0832437895547409
495.25	0.135576201686759	495.15	0.0682357282082956
495.35	0.17954610130905	495.25	0.0893570975944301
495.45	0.191499909453097	495.35	0.0838588582566637
495.55	0.154869159724737	495.45	0.0853812896550065
495.65	0.128934586330005	495.55	0.0354396040715816
495.75	0.0992054509235784	495.65	0.052728745718663
495.85	0.101919917731671	495.75	0.0504645100225397
495.95	0.0741155507838775	495.85	0.0189405545885505
496.05	0.110723017022818	495.95	0.0309169079723107
496.15	0.155685051999793	496.05	0.0514803198870609
496.25	0.167711621048274	496.15	0.0489170523546351
496.35	0.175793255549232	496.25	0.051945070546808
496.45	0.136709331505148	496.35	0.066924736702789
496.55	0.120831608630413	496.45	0.0794442884758841
496.65	0.107743700522585	496.55	0.023566885111776
496.75	0.0750116417447095	496.65	0.0339328943041173
496.85	0.095321635535779	496.75	0.0134023053044462
496.95	0.0898516324313137	496.85	4.72624309170684E-5
497.05	0.131806216691675	496.95	0.0326753242586369
497.15	0.160665131681068	497.05	0.0659352365062686
497.25	0.14291147099912	497.15	0.0219701770287722
497.35	0.125831091219537	497.25	-0.0218752055442813
497.45	0.0867219433952502	497.35	-0.0566100634480103
497.55	0.0652814068401718	497.45	0.0180280582983741
497.65	0.0344624747762198	497.55	-0.0116844444087945
497.75	0.0604151575516117	497.65	-0.0338265326584797
497.85	0.0765806902261086	497.75	0.0477757902926951
497.95	0.0832785740156258	497.85	0.00933754181071477
498.05	0.0931899027267553	497.95	-0.0361942423537527
498.15	0.0749514927303772	498.05	0.0344741675957937
498.25	0.0675492833859368	498.15	0.0217065990743489
498.35	0.0546971206084752	498.25	0.0102482734280374
498.45	0.0663944869871165	498.35	0.0533906584636116
498.55	0.0631561416670978	498.45	0.0670694398767938
498.65	0.0718567289284421	498.55	0.00443638755424364
498.75	0.0941532571014643	498.65	-0.0164509220415661
498.85	0.0912884177575413	498.75	0.0264707345049692
498.95	0.0879181326641486	498.85	0.0399095204100458
499.05	0.0787952087752885	498.95	0.00367019868612085
499.15	0.0731211517566099	499.05	0.0339531078295326
499.25	0.0205101347855332	499.15	0.0403907948246958
499.35	0.0398888213380245	499.25	0.00798628367918248
499.45	0.0352628447249961	499.35	0.0113806639982674
499.55	0.0340883220365292	499.45	0.0117252564791568
499.65	0.0326541237646815	499.55	0.0576011678925795
499.75	0.0641456899674031	499.65	0.0156334614058026
499.85	0.0654282221762301	499.75	0.0115009986444104
499.95	0.0619732110518963	499.85	0.0227798410190184
500.05	0.0301222383194495	499.95	-0.00192452012930239
500.15	0.0305194481813008	500.05	-0.0302612517947525
500.25	0.0323928312723133	500.15	0.0190793220447746
500.35	0.0510784782946138	500.25	-0.00285703743512822
500.45	0.04258744243804	500.35	0.0113820917790309
500.55	0.0559414937651989	500.45	0.0502341400027272
500.65	0.0585463341439437	500.55	0.00866569877034387
500.75	0.0405084208620065	500.65	-0.0174362511931595
500.85	0.0346099368758731	500.75	0.00620104436547979
500.95	-0.0105734529414808	500.85	0.0100532931201822
501.05	-0.00904298390852176	500.95	-0.026949442122741
501.15	-0.0106241268691468	501.05	0.025731176154457
501.25	0.00958034744140322	501.15	0.0588401286606935
501.35	0.0205346147876028	501.25	-0.00193510816642469
501.45	0.0150533256584053	501.35	0.0299428085570591
501.55	0.0397086976768252	501.45	0.00451416149965108
501.65	0.0182829073317121	501.55	-0.00541576494557588
501.75	-0.00310886971594143	501.65	0.0232255011269843
501.85	-0.0161623311947017	501.75	0.00199465785399739
501.95	-0.0527409841154861	501.85	-0.0381589649391589
502.05	-0.0384866378641279	501.95	0.00227633172641154
502.15	-0.0417776944171366	502.05	-0.00750103072937138
502.25	-0.0141844311067419	502.15	0.0115277414593845
502.35	-0.00471468024007865	502.25	-0.0129506132238167
502.45	-0.0230178636104931	502.35	0.0191717267323874
502.55	-0.0166036179955503	502.45	0.0338623073899686
502.65	-0.0253931029130232	502.55	0.0301146235230891
502.75	-0.0343541418740622	502.65	0.034010379484876
502.85	-0.0277024046670461	502.75	-0.00225270115265222
502.95	-0.0284213794173954	502.85	-0.0130177670471408
503.05	0.00838098903088943	502.95	0.0259345948070491
503.15	0.0206401989444818	503.05	-0.0106969816072961
503.25	0.0407008330315103	503.15	0.0397089894039416
503.35	0.0741155507838775	503.25	0.103956877812447
503.45	0.090332177782377	503.35	0.0744460932549391
503.55	0.0776957106638382	503.45	0.0445536580866134
503.65	0.0958141460133492	503.55	0.04334132783611
503.75	0.0506383556682362	503.65	0.0741793068044181
503.85	0.0596995136337766	503.75	0.046361003938429
503.95	0.0368742562218658	503.85	0.034671650530605
504.05	0.01440843767786	503.95	0.0146486295711043
504.15	0.00351228204066849	504.05	0.00575609012665538
504.25	-0.00126938673875925	504.15	-0.0201216020021016
504.35	0.0326722331453407	504.25	0.0466773616536589
504.45	0.0252471283696383	504.35	0.0132786979922836
504.55	0.0361744580121074	504.45	0.0250094249572869
504.65	0.062908431210224	504.55	0.0551631921327676
504.75	0.0661865524913334	504.65	0.0588107709213999
504.85	0.108070639519843	504.75	0.014372634736783
504.95	0.0856104801572929	504.85	0.0241708845021617
505.05	0.0690358695089771	504.95	0.0369119829308008
505.15	0.0516017100429451	505.05	0.029912648693741
505.25	0.0413802581880271	505.15	0.0657465769357258
505.35	0.0735299063486314	505.25	0.046212450569107
505.45	0.0952129792518239	505.35	0.102745028836359
505.55	0.0902380736793088	505.45	0.114919988128564
505.65	0.0916215010089512	505.55	0.0648586256406966
505.75	0.112682387333782	505.65	0.0609527629162021
505.85	0.0752412428209241	505.75	0.0800664158692217
505.95	0.0399893930770425	505.85	0.00465770961506068
506.05	-0.00195814469395147	505.95	0.0415973497822233
506.15	-0.00749020153153619	506.05	0.0549105230650763
506.25	-0.028584751901485	506.15	-0.00648116211728657
506.35	-0.0230356496093548	506.25	0.00487227779159214
506.45	-0.0771977026957107	506.35	0.00944425639092317
506.55	-0.041394163605319	506.45	-0.0230875357947846
506.65	-0.00373700005174109	506.55	0.00687816538193135
506.75	0.0222841426501785	506.65	0.0103634263529827
506.85	0.0114540539142133	506.75	-0.0229601584997072
506.95	0.0368040823718115	506.85	-0.025628023004917
507.05	0.0450719847881203	506.95	0.059496747387081
507.15	0.0592309334092203	507.05	0.0281686706398543
507.25	0.021427859988617	507.15	0.023168069046836
507.35	0.01737782635691	507.25	-1.62471825393642E-4
507.45	0.0108529841672272	507.35	-0.0273679904386816
507.55	0.0265285934185337	507.45	-0.0131756090126655
507.65	0.0304295157034201	507.55	0.0586468167708091
507.75	0.0148863312981839	507.65	0.00918656602683907
507.85	0.0121582824545972	507.75	0.0250358950500926
507.95	0.0237142986495576	507.85	0.0561177197218234
508.05	0.0314782752108449	507.95	0.0207889691904162
508.15	0.0114604892119832	508.05	0.0206274214118987
508.25	0.0298081052413722	508.15	0.0317926669821688
508.35	0.0327679541573964	508.25	0.0345495672540888
508.45	0.0623949009158173	508.35	0.0183391219950429
508.55	0.0440691778341181	508.45	0.0585513640119035
508.65	0.0727909789413773	508.55	0.00300637688599411
508.75	0.0601166761525327	508.65	0.0092998259390867
508.85	0.056980196098722	508.75	0.0521062974757157
508.95	0.0389765612873183	508.85	0.0330637127112594
509.05	0.0310642171573446	508.95	-0.037678973922948
509.15	0.00575519351166762	509.05	0.0144034523418011
509.25	0.0301529272520308	509.15	0.0297101925899783
509.35	0.0397064340042428	509.25	0.0143856933159005
509.45	0.0406442412169504	509.35	0.0145546687628841
509.55	0.0159756428830134	509.45	0.0612859652359448
509.65	0.0315877722874735	509.55	0.00296277342402682
509.75	0.0497936824132043	509.65	-0.00344520289727198
509.85	0.0634795234645832	509.75	0.0504139762090014
509.95	0.0466992419930667	509.85	0.0488228829941686
510.05	0.0500895767579035	509.95	0.0124133505522624
510.15	0.0380132069126093	510.05	0.0347189758480456
510.25	0.0273822566875356	510.15	0.015720235182764
510.35	0.0279450380296994	510.25	0.00686714419783587
510.45	-0.0550424923681896	510.35	0.0155733823163738
510.55	-0.0305827663372484	510.45	-0.0042998981302489
510.65	-0.037510024835722	510.55	-0.0218880395286719
510.75	-0.0157204946447974	510.65	-0.0122340437478443
510.85	-0.0134350261292492	510.75	0.0374242193327932
510.95	0.00616643814352978	510.85	0.059060873192213
511.05	-0.0160533191907694	510.95	0.0237918006882224
511.15	-0.0183383996481606	511.05	-0.0298388532834947
511.25	-0.0373835825529053	511.15	-0.00151141983973562
511.35	-0.059202799192839	511.25	-0.0262592946121329
511.45	-0.0425159750607958	511.35	-0.0161708203322398
511.55	-0.00557603999586071	511.45	0.0273899686369506
511.65	-0.00638239250789052	511.55	0.0296975190303925
511.75	0.0196647500905469	511.65	0.0409222822032743
511.85	0.0052688919646091	511.75	0.0319137877098557
511.95	0.007483410513789	511.85	0.0829617627477561
512.05	0.00229927045066487	511.95	0.0542210172536878
512.15	-0.0171348049360998	512.05	0.00794199039055419
512.25	-0.0242876222383194	512.15	0.0220760573999952
512.35	-0.0165650062089305	512.25	0.0261173186598112
512.45	0.0231657784446629	512.35	0.00626823027376493
512.55	0.0562664924716718	512.45	0.0559197555125974
512.65	0.051968748383091	512.55	0.0825728930207189
512.75	0.0325655171521705	512.65	0.0515329392230627
512.85	0.0186514008899467	512.75	0.028244711997369
512.95	0.0318561791793864	512.85	0.0146320737312403
513.05	0.0259514215863817	512.95	0.00116841235591847
513.15	0.00862523930253014	513.05	0.0171625664760285
513.25	0.025437503233818	513.15	0.0562049908156799
513.35	0.0418000077611631	513.25	0.00184535048809247
513.45	0.04015431779376	513.35	-0.0270051095300355
513.55	0.00566694261913385	513.45	8.43082081351419E-5
513.65	0.0345336187716666	513.55	0.0429680193151465
513.75	0.0139757528328245	513.65	0.0179010018529065
513.85	0.0104182620168676	513.75	-0.00886138494734056
513.95	-0.0301472033942153	513.85	-0.00723326568754061
514.05	-0.0476418999327366	513.95	-0.00155677353632419
514.15	-0.0367374657215295	514.05	-6.42971388236049E-4
514.25	-0.0286425078905159	514.15	-0.00570666324427083
514.35	-0.01969136441248	514.25	0.00337869077316735
514.45	-0.0583212604128939	514.35	-0.0159392631688712
514.55	-0.0608222952346458	514.45	-0.0266216942463644
514.65	-0.0618516194960418	514.55	0.0112214905068622
514.75	-0.0460091452372329	514.65	-0.0161652054640689
514.85	-0.0606302064469395	514.75	-0.0439093920702019
514.95	-0.0480943110674186	514.85	0.00494522295037259
515.05	-0.0445186785326228	514.95	-0.00659851286205873
515.15	-0.0239213276763078	515.05	-0.0109073145689787
515.25	-0.00210865305013711	515.15	0.024705419952033
515.35	0.0118992536348114	515.25	0.0130536861609542
515.45	-0.0165527177006261	515.35	0.0330951559730166
515.55	-0.0241417770476535	515.45	0.0425051937530581
515.65	-0.00463790940135562	515.55	0.0506554155403509
515.75	0.0290693071868371	515.65	0.0382643640359672
515.85	0.0175067263413877	515.75	0.00223951423369081
515.95	0.0303323718114555	515.85	0.0383548436259214
516.05	0.0184814314171884	515.95	0.0475691631440053
516.15	0.00655042168986392	516.05	0.0352109987246228
516.25	-0.0113744696538521	516.15	0.0261680128981543
516.35	-0.0403224763284524	516.25	0.0260852336988345
516.45	-0.0546382651213329	516.35	0.0140361276660597
516.55	-0.0364842577740984	516.45	0.0421939696315844
516.65	-0.017316998240803	516.55	0.0220635442652143
516.75	-0.0268539801831634	516.65	0.00506305496955939
516.85	-0.00421068970869768	516.75	-0.005339980267749
516.95	0.0198632741760232	516.85	0.0562884117142193
517.05	0.00138873079112123	516.95	0.0235370460980677
517.15	-0.0436264681533606	517.05	0.0148464493980059
517.25	-0.0828238992083614	517.15	-0.00597925707272859
517.35	-0.109561752988048	517.25	-0.019331670262856
517.45	-0.0770728773218813	517.35	-0.0049573029381803
517.55	-0.0794484400062089	517.45	-0.0111875285756684
517.65	-0.0467965799141098	517.55	-0.0101014366041277
517.75	-0.0215825011641745	517.65	0.0605221827398952
517.85	0.00460524783980959	517.75	0.0652296882143917
517.95	0.0334735732395095	517.85	-0.00877550954928651
518.05	0.0280246222900605	517.95	0.0429354530797552
518.15	-0.00279915403321778	518.05	0.0241299761769165
518.25	-1.95817379831324E-4	518.15	0.00443321114310695
518.35	-0.0285044885393491	518.25	0.0609657573253977
518.45	-0.0296316357944844	518.35	0.0103007644241953
518.55	-0.0402079991721426	518.45	-0.0429299986363892
518.65	-0.0589172530656594	518.55	-0.00188213589585222
518.75	-0.0771576033528225	518.65	-0.0302073490603117
518.85	-0.0655996145288974	518.75	-0.0461415428053486
518.95	-0.0756609923940601	518.85	0.00224745526153254
519.05	-0.0770408625239303	518.95	-0.0155308055731577
519.15	-0.0593515548196823	519.05	-0.0436092372602652
519.25	-0.0536234930408237	519.15	-0.0164627934771274
519.35	-0.0130070949966368	519.25	-0.0537522559738187
