,energy (eV),x,y,z
0,0.0,0.0,0.0,0.0
1,0.00045352326886333335,0.0,0.0,0.0
2,0.0009070465377266667,0.0,0.0,0.0
3,0.00136056980659,0.0,0.0,0.0
4,0.0018140930754533334,0.0,0.0,0.0
5,0.002267616344316667,0.0,0.0,0.0
6,0.00272113961318,0.0,0.0,0.0
7,0.0031746628820433333,0.0,0.0,0.0
8,0.0036281861509066668,0.0,0.0,0.0
9,0.00408170941977,0.0,0.0,0.0
10,0.004535232688633334,0.0,0.0,0.0
11,0.004988755957496667,0.0,0.0,0.0
12,0.00544227922636,0.0,0.0,0.0
13,0.005895802495223333,0.0,0.0,0.0
14,0.006349325764086667,0.0,0.0,0.0
15,0.00680284903295,0.0,0.0,0.0
16,0.0072563723018133335,0.0,0.0,0.0
17,0.007709895570676667,0.0,0.0,0.0
18,0.00816341883954,0.0,0.0,0.0
19,0.008616942108403334,0.0,0.0,0.0
20,0.009070465377266667,0.0,0.0,0.0
21,0.00952398864613,0.0,0.0,0.0
22,0.009977511914993334,0.0,0.0,0.0
23,0.010431035183856668,0.0,0.0,0.0
24,0.01088455845272,0.0,0.0,0.0
25,0.011338081721583333,0.0,0.0,0.0
26,0.011791604990446666,0.0,0.0,0.0
27,0.01224512825931,0.0,0.0,0.0
28,0.012698651528173333,0.0,0.0,0.0
29,0.013152174797036667,0.0,0.0,0.0
30,0.0136056980659,0.0,0.0,0.0
31,0.014059221334763334,0.0,0.0,0.0
32,0.014512744603626667,0.0,0.0,0.0
33,0.01496626787249,0.0,0.0,0.0
34,0.015419791141353334,0.0,0.0,0.0
35,0.015873314410216666,0.0,0.0,0.0
36,0.01632683767908,0.0,0.0,0.0
37,0.016780360947943333,0.0,0.0,0.0
38,0.017233884216806668,0.0,0.0,0.0
39,0.01768740748567,0.0,0.0,0.0
40,0.018140930754533335,0.0,0.0,0.0
41,0.018594454023396666,0.0,0.0,0.0
42,0.01904797729226,0.0,0.0,0.0
43,0.019501500561123333,0.0,0.0,0.0
44,0.01995502382998667,0.0,0.0,0.0
45,0.02040854709885,0.0,0.0,0.0
46,0.020862070367713335,0.0,0.0,0.0
47,0.021315593636576667,0.0,0.0,0.0
48,0.02176911690544,0.0,0.0,0.0
49,0.022222640174303334,0.0,0.0,0.0
50,0.022676163443166666,0.0,0.0,0.0
51,0.02312968671203,0.0,0.0,0.0
52,0.023583209980893333,0.0,0.0,0.0
53,0.024036733249756668,0.0,0.0,0.0
54,0.02449025651862,0.0,0.0,0.0
55,0.024943779787483335,0.0,0.0,0.0
56,0.025397303056346666,0.0,0.0,0.0
57,0.02585082632521,0.0,0.0,0.0
58,0.026304349594073333,0.0,0.0,0.0
59,0.02675787286293667,0.0,0.0,0.0
60,0.0272113961318,0.0,0.0,0.0
61,0.027664919400663335,0.0,0.0,0.0
62,0.028118442669526667,0.0,0.0,0.0
63,0.028571965938390002,0.0,0.0,0.0
64,0.029025489207253334,0.0,0.0,0.0
65,0.029479012476116666,0.0,0.0,0.0
66,0.02993253574498,0.0,0.0,0.0
67,0.030386059013843333,0.0,0.0,0.0
68,0.030839582282706668,0.0,0.0,0.0
69,0.03129310555157,0.0,0.0,0.0
70,0.03174662882043333,0.0,0.0,0.0
71,0.03220015208929667,0.0,0.0,0.0
72,0.03265367535816,0.0,0.0,0.0
73,0.03310719862702333,0.0,0.0,0.0
74,0.033560721895886665,0.0,0.0,0.0
75,0.034014245164750004,0.0,0.0,0.0
76,0.034467768433613336,0.0,0.0,0.0
77,0.03492129170247667,0.0,0.0,0.0
78,0.03537481497134,0.0,0.0,0.0
79,0.03582833824020334,0.0,0.0,0.0
80,0.03628186150906667,0.0,0.0,0.0
81,0.03673538477793,0.0,0.0,0.0
82,0.03718890804679333,0.0,0.0,0.0
83,0.037642431315656665,0.0,0.0,0.0
84,0.03809595458452,0.0,0.0,0.0
85,0.038549477853383335,0.0,0.0,0.0
86,0.03900300112224667,0.0,0.0,0.0
87,0.03945652439111,0.0,0.0,0.0
88,0.03991004765997334,0.0,0.0,0.0
89,0.04036357092883667,0.0,0.0,0.0
90,0.0408170941977,0.0,0.0,0.0
91,0.04127061746656333,0.0,0.0,0.0
92,0.04172414073542667,0.0,0.0,0.0
93,0.04217766400429,0.0,0.0,0.0
94,0.042631187273153334,0.0,0.0,0.0
95,0.043084710542016666,0.0,0.0,0.0
96,0.04353823381088,0.0,0.0,0.0
97,0.043991757079743336,0.0,0.0,0.0
98,0.04444528034860667,0.0,0.0,0.0
99,0.04489880361747,0.0,0.0,0.0
100,0.04535232688633333,0.0,0.0,0.0
101,0.04580585015519667,0.0,0.0,0.0
102,0.04625937342406,0.0,0.0,0.0
103,0.046712896692923334,0.0,0.0,0.0
104,0.047166419961786665,0.0,0.0,0.0
105,0.047619943230650004,0.0,0.0,0.0
106,0.048073466499513336,0.0,0.0,0.0
107,0.04852698976837667,0.0,0.0,0.0
108,0.04898051303724,0.0,0.0,0.0
109,0.04943403630610334,0.0,0.0,0.0
110,0.04988755957496667,0.0,0.0,0.0
111,0.05034108284383,0.0,0.0,0.0
112,0.05079460611269333,0.0,0.0,0.0
113,0.051248129381556665,0.0,0.0,0.0
114,0.05170165265042,0.0,0.0,0.0
115,0.052155175919283335,0.0,0.0,0.0
116,0.05260869918814667,0.0,0.0,0.0
117,0.05306222245701,0.0,0.0,0.0
118,0.05351574572587334,0.0,0.0,0.0
119,0.05396926899473667,0.0,0.0,0.0
120,0.0544227922636,0.0,0.0,0.0
121,0.05487631553246333,0.0,0.0,0.0
122,0.05532983880132667,0.0,0.0,0.0
123,0.05578336207019,0.0,0.0,0.0
124,0.056236885339053334,0.0,0.0,0.0
125,0.056690408607916666,0.0,0.0,0.0
126,0.057143931876780005,0.0,0.0,0.0
127,0.057597455145643336,0.0,0.0,0.0
128,0.05805097841450667,0.0,0.0,0.0
129,0.05850450168337,0.0,0.0,0.0
130,0.05895802495223333,0.0,0.0,0.0
131,0.05941154822109667,0.0,0.0,0.0
132,0.05986507148996,0.0,0.0,0.0
133,0.060318594758823334,0.0,0.0,0.0
134,0.060772118027686665,0.0,0.0,0.0
135,0.061225641296550004,0.0,0.0,0.0
136,0.061679164565413336,0.0,0.0,0.0
137,0.06213268783427667,0.0,0.0,0.0
138,0.06258621110314,0.0,0.0,0.0
139,0.06303973437200333,0.0,0.0,0.0
140,0.06349325764086666,0.0,0.0,0.0
141,0.06394678090973001,0.0,0.0,0.0
142,0.06440030417859334,0.0,0.0,0.0
143,0.06485382744745667,0.0,0.0,0.0
144,0.06530735071632,0.0,0.0,0.0
145,0.06576087398518334,0.0,0.0,0.0
146,0.06621439725404667,0.0,0.0,0.0
147,0.06666792052291,0.0,0.0,0.0
148,0.06712144379177333,0.0,0.0,0.0
149,0.06757496706063666,0.0,0.0,0.0
150,0.06802849032950001,0.0,0.0,0.0
151,0.06848201359836334,0.0,0.0,0.0
152,0.06893553686722667,0.0,0.0,0.0
153,0.06938906013609,0.0,0.0,0.0
154,0.06984258340495333,0.0,0.0,0.0
155,0.07029610667381667,0.0,0.0,0.0
156,0.07074962994268,0.0,0.0,0.0
157,0.07120315321154333,0.0,0.0,0.0
158,0.07165667648040668,0.0,0.0,0.0
159,0.07211019974927001,0.0,0.0,0.0
160,0.07256372301813334,0.0,0.0,0.0
161,0.07301724628699667,0.0,0.0,0.0
162,0.07347076955586,0.0,0.0,0.0
163,0.07392429282472333,0.0,0.0,0.0
164,0.07437781609358667,0.0,0.0,0.0
165,0.07483133936245,0.0,0.0,0.0
166,0.07528486263131333,0.0,0.0,0.0
167,0.07573838590017667,0.0,0.0,0.0
168,0.07619190916904,0.0,0.0,0.0
169,0.07664543243790334,0.0,0.0,0.0
170,0.07709895570676667,0.0,0.0,0.0
171,0.07755247897563,0.0,0.0,0.0
172,0.07800600224449333,0.0,0.0,0.0
173,0.07845952551335666,0.0,0.0,0.0
174,0.07891304878222,0.0,0.0,0.0
