# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.020017, 0.000164, 0.000191
0.040066, 0.000328, 0.000382
0.060149, 0.000493, 0.000574
0.080266, 0.000659, 0.000767
0.100416, 0.000826, 0.000962
0.120599, 0.000995, 0.001159
0.140817, 0.001165, 0.001358
0.161067, 0.001337, 0.001559
0.181352, 0.001512, 0.001764
0.201671, 0.001690, 0.001971
0.222023, 0.001870, 0.002183
0.242410, 0.002054, 0.002399
0.262831, 0.002241, 0.002619
0.283286, 0.002433, 0.002844
0.303775, 0.002629, 0.003075
0.324299, 0.002830, 0.003312
0.344857, 0.003036, 0.003556
0.365449, 0.003248, 0.003808
0.386077, 0.003467, 0.004067
0.406739, 0.003693, 0.004336
0.427436, 0.003926, 0.004615
0.448168, 0.004169, 0.004904
0.468935, 0.004420, 0.005205
0.489737, 0.004682, 0.005519
0.510574, 0.004955, 0.005848
0.531447, 0.005241, 0.006192
0.552355, 0.005540, 0.006553
0.573298, 0.005854, 0.006934
0.594277, 0.006185, 0.007335
0.615292, 0.006534, 0.007760
0.636342, 0.006904, 0.008211
0.657428, 0.007296, 0.008691
0.678550, 0.007714, 0.009203
0.699708, 0.008160, 0.009751
0.720903, 0.008638, 0.010339
0.742133, 0.009151, 0.010972
0.763400, 0.009704, 0.011657
0.784703, 0.010302, 0.012398
0.806042, 0.010951, 0.013204
0.827418, 0.011657, 0.014084
0.848831, 0.012429, 0.015047
0.870280, 0.013274, 0.016104
0.891767, 0.014203, 0.017266
0.913290, 0.015224, 0.018547
0.934850, 0.016349, 0.019960
0.956448, 0.017588, 0.021518
0.978083, 0.018951, 0.023233
0.999755, 0.020444, 0.025114
1.021464, 0.022071, 0.027163
1.043211, 0.023830, 0.029377
1.064996, 0.025713, 0.031746
1.086818, 0.027707, 0.034251
1.108678, 0.029791, 0.036864
1.130576, 0.031942, 0.039555
1.152512, 0.034133, 0.042290
1.174487, 0.036338, 0.045034
1.196499, 0.038528, 0.047752
1.218550, 0.040677, 0.050411
1.240639, 0.042759, 0.052982
1.262767, 0.044753, 0.055438
1.284933, 0.046640, 0.057760
1.307138, 0.048410, 0.059939
1.329382, 0.050065, 0.061979
1.351664, 0.051614, 0.063895
1.373986, 0.053079, 0.065719
1.396347, 0.054493, 0.067492
1.418747, 0.055895, 0.069266
1.441186, 0.057332, 0.071094
1.463665, 0.058851, 0.073033
1.486184, 0.060495, 0.075130
1.508742, 0.062296, 0.077419
1.531339, 0.064273, 0.079917
1.553977, 0.066423, 0.082618
1.576655, 0.068726, 0.085500
1.599372, 0.071144, 0.088529
1.622130, 0.073629, 0.091663
1.644928, 0.076127, 0.094860
1.667767, 0.078585, 0.098082
1.690646, 0.080955, 0.101294
1.713565, 0.083193, 0.104462
1.736525, 0.085264, 0.107545
1.759526, 0.087140, 0.110499
1.782568, 0.088799, 0.113270
1.805651, 0.090227, 0.115798
1.828776, 0.091415, 0.118022
1.851941, 0.092365, 0.119887
1.875148, 0.093086, 0.121351
1.898396, 0.093603, 0.122397
1.921686, 0.093951, 0.123039
1.945017, 0.094183, 0.123325
1.968391, 0.094359, 0.123335
1.991806, 0.094550, 0.123173
2.015263, 0.094830, 0.122959
2.038763, 0.095264, 0.122808
2.062305, 0.095906, 0.122816
2.085889, 0.096788, 0.123049
2.109515, 0.097915, 0.123532
2.133184, 0.099268, 0.124250
2.156896, 0.100804, 0.125153
2.180651, 0.102463, 0.126166
2.204449, 0.104169, 0.127195
2.228289, 0.105844, 0.128139
2.252173, 0.107402, 0.128894
2.276101, 0.108762, 0.129358
2.300071, 0.109846, 0.129444
2.324086, 0.110587, 0.129076
2.348143, 0.110930, 0.128201
2.372245, 0.110839, 0.126789
2.396391, 0.110293, 0.124830
2.420580, 0.109290, 0.122337
2.444814, 0.107843, 0.119340
2.469092, 0.105975, 0.115880
2.493414, 0.103717, 0.112011
2.517781, 0.101105, 0.107793
2.542192, 0.098182, 0.103297
2.566649, 0.094995, 0.098598
2.591150, 0.091594, 0.093776
2.615696, 0.088034, 0.088913
2.640287, 0.084371, 0.084082
2.664923, 0.080659, 0.079352
