E, eV	P1	P2	P3	E	P4
9.89665509902603	0.0343888230976013	0.0304898820530232	0.0302028601325427	8.60007	0.0403895532810449
9.99666509902603	0.0338713639256767	0.0299182997059692	0.029595953958842	8.70008	0.0394168966595294
10.096665099026	0.0335184255206695	0.0294631269709448	0.029049668643181	8.80008	0.0384737144810901
10.196665099026	0.0333600321566168	0.0290784691224996	0.0285649808161842	8.90008	0.0375706072033246
10.296665099026	0.033296613536967	0.0287129412250365	0.0281454482036972	9.00008	0.0366793931218881
10.396665099026	0.0332503516453385	0.0283354034928762	0.027793024066969	9.10008	0.0357680123162416
10.496665099026	0.0332194082608717	0.0279424245446766	0.027499546564353	9.20008	0.0348431870277884
10.596665099026	0.0330916519111426	0.0275474725522053	0.0272427624694803	9.30008	0.0339574024490238
10.696665099026	0.032835832841541	0.0271627289192266	0.0269915591210324	9.40008	0.0331618510337119
10.796665099026	0.0323775031072608	0.0267916250270826	0.0267192186955005	9.50008	0.0324539473043899
10.896665099026	0.0318082673811294	0.0264343324448405	0.0264170212765957	9.60008	0.0317706056109647
10.996665099026	0.0313232834443878	0.0260960840290467	0.0260987792117196	9.70008	0.0310443449916566
11.096665099026	0.0310349891396033	0.0257872597082612	0.0257960237181723	9.80008	0.0302725799690028
11.196665099026	0.0307960204278797	0.0255166952894396	0.0255444018137426	9.90008	0.0295315821281565
11.296665099026	0.0308692428921129	0.0252871358776557	0.0253702127659574	10.00008	0.0289157213965111
11.396665099026	0.0308275765526329	0.0250991819646443	0.0252794558772236	10.10008	0.028456540599113
11.496665099026	0.030814709006617	0.0249558360090796	0.0252550401116149	10.20008	0.0280901784426305
11.596665099026	0.0308649537101076	0.0248603578232368	0.0252609696546913	10.30008	0.0277067521348932
11.696665099026	0.0309580902336512	0.0248057130753644	0.0250953610045344	10.40008	0.0272380050708827
11.796665099026	0.0310153814504362	0.0246313131186542	0.0250595047087548	10.50008	0.0267116018594511
11.896665099026	0.0310533713481974	0.0246404062792106	0.0250012556679456	10.60008	0.0262314786946041
11.996665099026	0.0311014714606854	0.0245738374811746	0.0249081269619812	10.70008	0.0259036401523176
12.096665099026	0.0310622560823512	0.024507954959407	0.0247721660272061	10.80008	0.0257671010875058
12.196665099026	0.0309394016549138	0.0244010674306018	0.0246122776421346	10.90008	0.0257760468395271
12.296665099026	0.0307350527693758	0.0243093637642352	0.0244604115800488	11.00008	0.0258405027926754
12.396665099026	0.0305082469523387	0.0242503440051518	0.0243518660620858	11.10008	0.0258845076190927
12.496665099026	0.0303814403500535	0.0242459689939406	0.0243100802232299	11.20008	0.0258788195686745
12.596675099026	0.0303976166936163	0.024287402923646	0.0243335891175445	11.30009	0.0258290232727405
12.696675099026	0.0305461143020426	0.0243575746720912	0.0243942797349145	11.40009	0.0257447625622269
12.796675099026	0.0307491457959647	0.0244364964429586	0.0244511335891175	11.50009	0.02561970301735
12.896675099026	0.0309341933624788	0.0245143030148899	0.0244725497035228	11.60009	0.0254418221679075
12.996675099026	0.0310748172582239	0.0245887639900126	0.0244549703522846	11.70009	0.0252179456744013
13.096675099026	0.0311838850292157	0.0246609087827294	0.0244272061388211	11.80009	0.0249854078313946
13.196675099026	0.0313036757552207	0.0247304800394397	0.0244350191838158	11.90009	0.0247973660555232
13.296675099026	0.0314675837818517	0.0247994508044152	0.0245130798744332	12.00009	0.0246929644755743
13.396675099026	0.0317365767676124	0.0248768284536787	0.0246606208580398	12.10009	0.024676081307742
13.496675099026	0.0320594908985825	0.0249777968496688	0.0248394140216254	12.20009	0.0247183797190339
13.596675099026	0.0323186800397596	0.0251138511198816	0.0249976979420998	12.30009	0.0247807931449865
13.696675099026	0.0323873069518444	0.0252799299768374	0.0251050575514475	12.40009	0.0248353467194521
13.796675099026	0.0323018296818817	0.0254520137511418	0.0251707708405999	12.50009	0.0248709487441153
13.896675099026	0.0321673331890013	0.0256003352096524	0.0252339030345309	12.60009	0.0248859962229489
13.996675099026	0.0320916597636222	0.0257100536280648	0.0253347750261598	12.70009	0.0248819111685577
14.096675099026	0.032106978270784	0.0257932646256098	0.0254899197767701	12.80009	0.0248662690299076
14.196675099026	0.0321688650397175	0.0258809364188995	0.0256871294035577	12.90009	0.0248576335351817
14.296675099026	0.0322509722381046	0.026000005351469	0.0258964771538193	13.00009	0.0248773348734485
14.396675099026	0.0324286669211811	0.0261552753571973	0.0260864318102546	13.10009	0.0249299234850424
14.496675099026	0.0326688611134777	0.0263276164851024	0.0262359260551099	13.20009	0.0249939140522473
14.596675099026	0.0330156721156202	0.0264902639607161	0.0263397279386118	13.30009	0.025041512692338
14.696675099026	0.03339158828137	0.0266278623525327	0.0264085106382979	13.40009	0.0250744516752144
14.796675099026	0.0337886439870031	0.0267460734397668	0.0264658528078131	13.50009	0.0251385715162925
14.896675099026	0.0341826359912038	0.0268673727702086	0.0265415416811999	13.60009	0.0252935191806397
14.996675099026	0.0345631477091022	0.0270184393337929	0.0266638995465644	13.70009	0.0255591252803959
15.096675099026	0.034892189242937	0.0272165158217634	0.0268520404604116	13.80009	0.0258891614785258
15.196675099026	0.0351703733329948	0.0274613448805195	0.0271095221485874	13.90009	0.0262017457037816
15.296685099026	0.0354154694475831	0.0277349975425489	0.0274216253923962	14.0001	0.0264396096303617
15.396685099026	0.0356783350304791	0.02801062324885	0.0277577956051622	14.1001	0.0266058558312215
15.496685099026	0.0359157718914865	0.0282674621423034	0.0280792465992326	14.2001	0.0267418519457662
15.596685099026	0.0361332946931837	0.0285033696095701	0.0283520055807464	14.3001	0.0268750040351018
15.696685099026	0.0363070065643981	0.0287353309882935	0.0285590512731078	14.4001	0.0269908334254364
15.796685099026	0.0364595788957294	0.0289857360417304	0.0287082664806418	14.5001	0.0270575387439774
15.896685099026	0.0366225678119306	0.0292649646984407	0.0288321590512731	14.6001	0.0270777054681874
15.996685099026	0.0367873949489912	0.0295656394885388	0.028979560516219	14.7001	0.0271087311977413
16.096685099026	0.036887271615686	0.0298725765495863	0.0291976281827694	14.8001	0.0272330926637033
16.196685099026	0.0369525284561951	0.0301774547818284	0.0295102895012208	14.9001	0.027495260078434
16.296685099026	0.0370943778325131	0.030483791351141	0.0299014998256017	15.0001	0.0278623978781554
16.396685099026	0.0374126964113347	0.0307977627439396	0.0303167771189397	15.1001	0.0282434972561761
16.496685099026	0.0378584649697422	0.0311187684684895	0.0306874782002093	15.2001	0.0285478079535508
16.596685099026	0.0384074802664201	0.0314402031157071	0.0309688175793512	15.3001	0.0287435285974868
16.696685099026	0.0389908090191403	0.0317592357959853	0.0311648412975236	15.4001	0.0288699584454191
16.796685099026	0.0394831458393196	0.0320818714266727	0.031323822811301	15.5001	0.0289994908663067
16.896685099026	0.039841598906905	0.0324166026765908	0.0315052668294384	15.6001	0.0291794400977195
16.996685099026	0.0400520751953077	0.0327650594518771	0.0317461457970004	15.7001	0.0294043766369854
17.096685099026	0.0401782996943207	0.0331202932053141	0.0320489710498779	15.8001	0.0296331913924456
17.196685099026	0.0403253573630737	0.0334761274504859	0.0323965817928148	15.9001	0.0298395124939792
17.296685099026	0.0405676961463729	0.0338341063089965	0.0327739100104639	16.0001	0.0300419553793186
17.396685099026	0.0408719216986057	0.0341994626373925	0.0331784443669341	16.1001	0.0302932637887054
17.496685099026	0.0411700198479737	0.0345705665295364	0.0336145797000349	16.2001	0.0306342882660522
17.596685099026	0.0414567823020421	0.0349369522723351	0.0340847575863272	16.3001	0.0310614091429113
17.696685099026	0.0417086185597816	0.0352905561196345	0.0345838855946983	16.4001	0.0315309318501607
17.796685099026	0.0419656631099561	0.0356398707402564	0.0350982908964074	16.5001	0.031993990863753
