# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.020017, 0.000132, 0.000082
0.040066, 0.000265, 0.000164
0.060149, 0.000398, 0.000246
0.080266, 0.000531, 0.000329
0.100416, 0.000665, 0.000412
0.120599, 0.000800, 0.000496
0.140817, 0.000936, 0.000580
0.161067, 0.001073, 0.000664
0.181352, 0.001211, 0.000750
0.201671, 0.001350, 0.000836
0.222023, 0.001491, 0.000923
0.242410, 0.001633, 0.001010
0.262831, 0.001777, 0.001099
0.283286, 0.001923, 0.001189
0.303775, 0.002071, 0.001279
0.324299, 0.002221, 0.001372
0.344857, 0.002373, 0.001465
0.365449, 0.002528, 0.001560
0.386077, 0.002686, 0.001656
0.406739, 0.002847, 0.001754
0.427436, 0.003011, 0.001854
0.448168, 0.003178, 0.001956
0.468935, 0.003349, 0.002060
0.489737, 0.003525, 0.002166
0.510574, 0.003704, 0.002275
0.531447, 0.003889, 0.002386
0.552355, 0.004078, 0.002501
0.573298, 0.004273, 0.002618
0.594277, 0.004473, 0.002738
0.615292, 0.004681, 0.002862
0.636342, 0.004894, 0.002990
0.657428, 0.005116, 0.003122
0.678550, 0.005345, 0.003259
0.699708, 0.005584, 0.003401
0.720903, 0.005831, 0.003548
0.742133, 0.006090, 0.003701
0.763400, 0.006360, 0.003860
0.784703, 0.006642, 0.004027
0.806042, 0.006938, 0.004201
0.827418, 0.007249, 0.004384
0.848831, 0.007577, 0.004576
0.870280, 0.007923, 0.004778
0.891767, 0.008289, 0.004992
0.913290, 0.008678, 0.005219
0.934850, 0.009091, 0.005460
0.956448, 0.009532, 0.005716
0.978083, 0.010002, 0.005989
0.999755, 0.010505, 0.006281
1.021464, 0.011043, 0.006593
1.043211, 0.011618, 0.006925
1.064996, 0.012233, 0.007281
1.086818, 0.012890, 0.007660
1.108678, 0.013590, 0.008064
1.130576, 0.014336, 0.008494
1.152512, 0.015131, 0.008952
1.174487, 0.015976, 0.009438
1.196499, 0.016876, 0.009957
1.218550, 0.017835, 0.010509
1.240639, 0.018858, 0.011098
1.262767, 0.019950, 0.011728
1.284933, 0.021116, 0.012401
1.307138, 0.022361, 0.013121
1.329382, 0.023690, 0.013891
1.351664, 0.025107, 0.014714
1.373986, 0.026617, 0.015594
1.396347, 0.028223, 0.016533
1.418747, 0.029929, 0.017534
1.441186, 0.031737, 0.018598
1.463665, 0.033648, 0.019727
1.486184, 0.035661, 0.020921
1.508742, 0.037772, 0.022177
1.531339, 0.039975, 0.023490
1.553977, 0.042257, 0.024851
1.576655, 0.044603, 0.026249
1.599372, 0.046995, 0.027669
1.622130, 0.049413, 0.029093
1.644928, 0.051838, 0.030504
1.667767, 0.054255, 0.031887
1.690646, 0.056652, 0.033228
1.713565, 0.059026, 0.034521
1.736525, 0.061380, 0.035765
1.759526, 0.063724, 0.036963
1.782568, 0.066069, 0.038122
1.805651, 0.068427, 0.039254
1.828776, 0.070809, 0.040364
1.851941, 0.073219, 0.041461
1.875148, 0.075658, 0.042547
1.898396, 0.078119, 0.043620
1.921686, 0.080597, 0.044678
1.945017, 0.083080, 0.045715
1.968391, 0.085560, 0.046724
1.991806, 0.088030, 0.047697
2.015263, 0.090489, 0.048629
2.038763, 0.092936, 0.049514
2.062305, 0.095379, 0.050350
2.085889, 0.097828, 0.051137
2.109515, 0.100297, 0.051875
2.133184, 0.102801, 0.052570
2.156896, 0.105357, 0.053228
2.180651, 0.107984, 0.053861
2.204449, 0.110699, 0.054480
2.228289, 0.113522, 0.055104
2.252173, 0.116464, 0.055748
2.276101, 0.119530, 0.056427
2.300071, 0.122704, 0.057147
2.324086, 0.125951, 0.057905
2.348143, 0.129215, 0.058685
2.372245, 0.132431, 0.059461
2.396391, 0.135533, 0.060201
2.420580, 0.138478, 0.060874
2.444814, 0.141246, 0.061459
2.469092, 0.143860, 0.061949
2.493414, 0.146375, 0.062355
2.517781, 0.148880, 0.062703
2.542192, 0.151486, 0.063035
2.566649, 0.154309, 0.063407
2.591150, 0.157458, 0.063877
2.615696, 0.161017, 0.064512
2.640287, 0.165024, 0.065377
2.664923, 0.169455, 0.066534
2.689605, 0.174200, 0.068043
2.714332, 0.179055, 0.069959
2.739105, 0.183713, 0.072329
2.763924, 0.187776, 0.075194
2.788789, 0.190788, 0.078581
2.813699, 0.192278, 0.082504
2.838656, 0.191824, 0.086951
2.863659, 0.189127, 0.091869
2.888708, 0.184071, 0.097140
2.913804, 0.176766, 0.102550
2.938946, 0.167540, 0.107758
2.964135, 0.156890, 0.112280
2.989371, 0.145408, 0.115530
3.014654, 0.133682, 0.116918
3.039985, 0.122221, 0.116020
3.065362, 0.111410, 0.112734
3.090787, 0.101495, 0.107344
3.116260, 0.092602, 0.100435
3.141780, 0.084761, 0.092716
3.167348, 0.077943, 0.084840
3.192965, 0.072081, 0.077302
3.218629, 0.067090, 0.070408
3.244341, 0.062883, 0.064310
3.270102, 0.059379, 0.059048
3.295911, 0.056503, 0.054596
3.321769, 0.054191, 0.050894
3.347676, 0.052388, 0.047870
3.373632, 0.051048, 0.045449
3.399636, 0.050125, 0.043562
3.425690, 0.049578, 0.042139
3.451793, 0.049361, 0.041116
3.477946, 0.049427, 0.040431
3.504149, 0.049724, 0.040025
3.530401, 0.050206, 0.039843
3.556703, 0.050830, 0.039838
3.583055, 0.051563, 0.039974
3.609457, 0.052381, 0.040221
3.635910, 0.053274, 0.040562
3.662413, 0.054236, 0.040985
3.688966, 0.055268, 0.041484
3.715571, 0.056374, 0.042057
3.742226, 0.057559, 0.042705
3.768933, 0.058829, 0.043429
3.795690, 0.060185, 0.044232
3.822499, 0.061628, 0.045115
3.849360, 0.063144, 0.046070
3.876272, 0.064711, 0.047085
3.903236, 0.066301, 0.048140
3.930252, 0.067879, 0.049214
3.957320, 0.069419, 0.050284
3.984440, 0.070901, 0.051333
4.011613, 0.072319, 0.052355
4.038838, 0.073682, 0.053348
4.066116, 0.075004, 0.054320
4.093446, 0.076305, 0.055281
4.120830, 0.077600, 0.056240
4.148267, 0.078900, 0.057203
4.175757, 0.080209, 0.058173
4.203301, 0.081527, 0.059151
4.230898, 0.082851, 0.060135
4.258550, 0.084180, 0.061125
4.286255, 0.085516, 0.062123
4.314014, 0.086860, 0.063131
4.341827, 0.088216, 0.064152
4.369695, 0.089584, 0.065187
4.397618, 0.090962, 0.066237
4.425595, 0.092348, 0.067300
4.453627, 0.093735, 0.068374
4.481714, 0.095118, 0.069455
4.509857, 0.096488, 0.070537
4.538054, 0.097838, 0.071615
4.566308, 0.099163, 0.072681
4.594617, 0.100463, 0.073730
4.622982, 0.101751, 0.074765
4.651403, 0.103049, 0.075793
4.679880, 0.104387, 0.076830
4.708414, 0.105799, 0.077898
4.737004, 0.107315, 0.079015
4.765651, 0.108954, 0.080197
4.794355, 0.110729, 0.081451
4.823116, 0.112649, 0.082785
4.851934, 0.114726, 0.084204
4.880809, 0.116972, 0.085717
4.909742, 0.119405, 0.087337
4.938733, 0.122042, 0.089079
4.967782, 0.124909, 0.090964
4.996889, 0.128036, 0.093020
5.026054, 0.131464, 0.095283
5.055277, 0.135236, 0.097797
5.084559, 0.139399, 0.100611
5.113900, 0.143988, 0.103773
5.143300, 0.149011, 0.107322
5.172759, 0.154430, 0.111277
5.202277, 0.160153, 0.115625
5.231855, 0.166039, 0.120322
5.261493, 0.171911, 0.125291
5.291190, 0.177586, 0.130430
5.320948, 0.182895, 0.135628
5.350766, 0.187714, 0.140773
5.380644, 0.191967, 0.145768
5.410582, 0.195626, 0.150534
5.440582, 0.198690, 0.155017
5.470642, 0.201155, 0.159168
5.500764, 0.202989, 0.162939
5.530947, 0.204121, 0.166266
5.561191, 0.204463, 0.169077
5.591498, 0.203943, 0.171301
5.621866, 0.202546, 0.172895
5.652296, 0.200335, 0.173853
5.682789, 0.197444, 0.174214
5.713343, 0.194052, 0.174050
5.743961, 0.190356, 0.173454
5.774642, 0.186549, 0.172523
5.805385, 0.182801, 0.171357
5.836192, 0.179253, 0.170049
5.867062, 0.176009, 0.168693
5.897996, 0.173137, 0.167379
5.928994, 0.170677, 0.166182
5.960056, 0.168653, 0.165155
5.991182, 0.167082, 0.164337
6.022372, 0.165981, 0.163745
6.053627, 0.165361, 0.163381
6.084947, 0.165227, 0.163232
6.116332, 0.165576, 0.163268
6.147782, 0.166401, 0.163453
6.179298, 0.167703, 0.163757
6.210879, 0.169487, 0.164171
6.242527, 0.171768, 0.164710
6.274240, 0.174564, 0.165416
6.306019, 0.177892, 0.166352
6.337865, 0.181759, 0.167598
6.369778, 0.186163, 0.169230
6.401758, 0.191101, 0.171321
6.433804, 0.196569, 0.173921
6.465918, 0.202572, 0.177053
