# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.020017, 0.000124, 0.000037
0.040066, 0.000248, 0.000073
0.060149, 0.000373, 0.000110
0.080266, 0.000498, 0.000147
0.100416, 0.000624, 0.000184
0.120599, 0.000750, 0.000221
0.140817, 0.000878, 0.000258
0.161067, 0.001006, 0.000296
0.181352, 0.001135, 0.000334
0.201671, 0.001266, 0.000373
0.222023, 0.001398, 0.000411
0.242410, 0.001532, 0.000450
0.262831, 0.001667, 0.000490
0.283286, 0.001804, 0.000530
0.303775, 0.001943, 0.000571
0.324299, 0.002084, 0.000612
0.344857, 0.002228, 0.000654
0.365449, 0.002373, 0.000696
0.386077, 0.002522, 0.000739
0.406739, 0.002673, 0.000783
0.427436, 0.002828, 0.000828
0.448168, 0.002986, 0.000874
0.468935, 0.003147, 0.000920
0.489737, 0.003312, 0.000968
0.510574, 0.003481, 0.001017
0.531447, 0.003655, 0.001067
0.552355, 0.003834, 0.001118
0.573298, 0.004017, 0.001171
0.594277, 0.004206, 0.001225
0.615292, 0.004401, 0.001281
0.636342, 0.004603, 0.001339
0.657428, 0.004811, 0.001398
0.678550, 0.005027, 0.001460
0.699708, 0.005250, 0.001524
0.720903, 0.005483, 0.001590
0.742133, 0.005725, 0.001660
0.763400, 0.005977, 0.001732
0.784703, 0.006240, 0.001807
0.806042, 0.006515, 0.001886
0.827418, 0.006804, 0.001968
0.848831, 0.007107, 0.002055
0.870280, 0.007425, 0.002146
0.891767, 0.007762, 0.002243
0.913290, 0.008117, 0.002345
0.934850, 0.008494, 0.002454
0.956448, 0.008894, 0.002569
0.978083, 0.009320, 0.002693
0.999755, 0.009775, 0.002825
1.021464, 0.010262, 0.002967
1.043211, 0.010785, 0.003120
1.064996, 0.011348, 0.003286
1.086818, 0.011956, 0.003466
1.108678, 0.012613, 0.003661
1.130576, 0.013325, 0.003874
1.152512, 0.014097, 0.004107
1.174487, 0.014934, 0.004362
1.196499, 0.015842, 0.004641
1.218550, 0.016825, 0.004946
1.240639, 0.017888, 0.005279
1.262767, 0.019035, 0.005641
1.284933, 0.020270, 0.006035
1.307138, 0.021596, 0.006461
1.329382, 0.023019, 0.006920
1.351664, 0.024542, 0.007412
1.373986, 0.026171, 0.007937
