# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.020017, 0.000071, 0.000033
0.040066, 0.000142, 0.000066
0.060149, 0.000213, 0.000099
0.080266, 0.000285, 0.000133
0.100416, 0.000356, 0.000166
0.120599, 0.000428, 0.000200
0.140817, 0.000501, 0.000234
0.161067, 0.000574, 0.000268
0.181352, 0.000648, 0.000303
0.201671, 0.000722, 0.000338
0.222023, 0.000797, 0.000373
0.242410, 0.000872, 0.000409
0.262831, 0.000948, 0.000445
0.283286, 0.001025, 0.000482
0.303775, 0.001103, 0.000519
0.324299, 0.001182, 0.000557
0.344857, 0.001262, 0.000596
0.365449, 0.001343, 0.000635
0.386077, 0.001426, 0.000675
0.406739, 0.001509, 0.000716
0.427436, 0.001594, 0.000758
0.448168, 0.001681, 0.000801
0.468935, 0.001769, 0.000845
0.489737, 0.001860, 0.000890
0.510574, 0.001951, 0.000937
0.531447, 0.002046, 0.000984
0.552355, 0.002142, 0.001033
0.573298, 0.002240, 0.001084
0.594277, 0.002342, 0.001137
0.615292, 0.002446, 0.001191
0.636342, 0.002553, 0.001248
0.657428, 0.002663, 0.001306
0.678550, 0.002777, 0.001367
0.699708, 0.002894, 0.001431
0.720903, 0.003016, 0.001498
0.742133, 0.003142, 0.001567
0.763400, 0.003273, 0.001641
0.784703, 0.003410, 0.001718
0.806042, 0.003552, 0.001799
0.827418, 0.003701, 0.001885
0.848831, 0.003857, 0.001976
0.870280, 0.004021, 0.002073
0.891767, 0.004194, 0.002176
0.913290, 0.004377, 0.002286
0.934850, 0.004570, 0.002405
0.956448, 0.004776, 0.002532
0.978083, 0.004995, 0.002669
0.999755, 0.005229, 0.002818
1.021464, 0.005480, 0.002980
1.043211, 0.005750, 0.003156
1.064996, 0.006041, 0.003348
1.086818, 0.006356, 0.003558
1.108678, 0.006696, 0.003788
1.130576, 0.007064, 0.004039
1.152512, 0.007463, 0.004313
1.174487, 0.007893, 0.004610
1.196499, 0.008356, 0.004932
1.218550, 0.008852, 0.005276
1.240639, 0.009381, 0.005642
1.262767, 0.009943, 0.006028
1.284933, 0.010536, 0.006433
1.307138, 0.011161, 0.006853
1.329382, 0.011817, 0.007289
1.351664, 0.012504, 0.007739
1.373986, 0.013223, 0.008202
1.396347, 0.013972, 0.008679
1.418747, 0.014752, 0.009170
1.441186, 0.015561, 0.009675
1.463665, 0.016395, 0.010193
1.486184, 0.017252, 0.010724
1.508742, 0.018128, 0.011268
1.531339, 0.019018, 0.011822
1.553977, 0.019916, 0.012386
1.576655, 0.020817, 0.012956
1.599372, 0.021715, 0.013530
1.622130, 0.022606, 0.014104
1.644928, 0.023486, 0.014675
1.667767, 0.024353, 0.015241
1.690646, 0.025208, 0.015800
1.713565, 0.026054, 0.016350
1.736525, 0.026895, 0.016892
1.759526, 0.027735, 0.017426
1.782568, 0.028575, 0.017953
1.805651, 0.029417, 0.018473
1.828776, 0.030260, 0.018988
1.851941, 0.031103, 0.019497
1.875148, 0.031946, 0.020002
1.898396, 0.032787, 0.020502
1.921686, 0.033631, 0.020998
1.945017, 0.034481, 0.021489
1.968391, 0.035343, 0.021975
1.991806, 0.036225, 0.022459
2.015263, 0.037135, 0.022940
2.038763, 0.038081, 0.023421
2.062305, 0.039070, 0.023905
2.085889, 0.040105, 0.024390
2.109515, 0.041186, 0.024876
2.133184, 0.042309, 0.025359
2.156896, 0.043468, 0.025834
2.180651, 0.044653, 0.026294
2.204449, 0.045855, 0.026733
2.228289, 0.047065, 0.027142
2.252173, 0.048275, 0.027516
2.276101, 0.049483, 0.027846
2.300071, 0.050685, 0.028126
2.324086, 0.051881, 0.028347
2.348143, 0.053076, 0.028501
2.372245, 0.054275, 0.028576
2.396391, 0.055482, 0.028564
2.420580, 0.056706, 0.028454
2.444814, 0.057949, 0.028241
2.469092, 0.059208, 0.027923
2.493414, 0.060476, 0.027502
2.517781, 0.061733, 0.026985
2.542192, 0.062955, 0.026382
2.566649, 0.064106, 0.025701
2.591150, 0.065144, 0.024951
2.615696, 0.066019, 0.024137
2.640287, 0.066674, 0.023264
2.664923, 0.067043, 0.022334
2.689605, 0.067064, 0.021350
2.714332, 0.066674, 0.020317
2.739105, 0.065828, 0.019246
2.763924, 0.064497, 0.018148
2.788789, 0.062680, 0.017042
2.813699, 0.060405, 0.015947
2.838656, 0.057728, 0.014883
2.863659, 0.054730, 0.013868
2.888708, 0.051512, 0.012919
2.913804, 0.048185, 0.012044
2.938946, 0.044861, 0.011248
2.964135, 0.041642, 0.010532
2.989371, 0.038611, 0.009894
3.014654, 0.035823, 0.009327
3.039985, 0.033313, 0.008828
3.065362, 0.031090, 0.008391
3.090787, 0.029149, 0.008010
3.116260, 0.027475, 0.007681
3.141780, 0.026045, 0.007400
3.167348, 0.024837, 0.007163
3.192965, 0.023827, 0.006966
3.218629, 0.022992, 0.006805
3.244341, 0.022314, 0.006678
3.270102, 0.021776, 0.006582
3.295911, 0.021365, 0.006515
3.321769, 0.021069, 0.006476
3.347676, 0.020880, 0.006462
3.373632, 0.020790, 0.006472
3.399636, 0.020794, 0.006507
3.425690, 0.020889, 0.006565
3.451793, 0.021072, 0.006647
3.477946, 0.021339, 0.006752
3.504149, 0.021690, 0.006879
3.530401, 0.022122, 0.007030
3.556703, 0.022632, 0.007204
3.583055, 0.023217, 0.007400
3.609457, 0.023877, 0.007618
3.635910, 0.024609, 0.007860
3.662413, 0.025412, 0.008124
3.688966, 0.026286, 0.008411
3.715571, 0.027232, 0.008722
3.742226, 0.028252, 0.009058
3.768933, 0.029350, 0.009419
3.795690, 0.030528, 0.009806
3.822499, 0.031789, 0.010221
3.849360, 0.033132, 0.010664
3.876272, 0.034555, 0.011134
3.903236, 0.036051, 0.011632
3.930252, 0.037612, 0.012155
3.957320, 0.039232, 0.012704
3.984440, 0.040901, 0.013276
4.011613, 0.042614, 0.013871
4.038838, 0.044363, 0.014487
4.066116, 0.046142, 0.015122
4.093446, 0.047945, 0.015775
4.120830, 0.049766, 0.016443
4.148267, 0.051601, 0.017124
4.175757, 0.053446, 0.017816
4.203301, 0.055296, 0.018518
4.230898, 0.057144, 0.019225
4.258550, 0.058982, 0.019934
4.286255, 0.060803, 0.020638
4.314014, 0.062601, 0.021329
4.341827, 0.064374, 0.021998
4.369695, 0.066122, 0.022636
4.397618, 0.067847, 0.023235
4.425595, 0.069553, 0.023788
4.453627, 0.071247, 0.024293
4.481714, 0.072934, 0.024749
4.509857, 0.074620, 0.025158
4.538054, 0.076304, 0.025526
4.566308, 0.077984, 0.025856
4.594617, 0.079651, 0.026153
4.622982, 0.081298, 0.026420
4.651403, 0.082915, 0.026659
4.679880, 0.084496, 0.026874
4.708414, 0.086033, 0.027067
4.737004, 0.087515, 0.027238
4.765651, 0.088927, 0.027388
